


Wspolczynnik ekspansji: 1.41
Lp.;x(0);a;b;fcalls_Eksp;x*_Fib;y*_Fib;fcalls_Fib;Minimum lokalne/globalne;x*_Lagr;y*_Lagr;fcalls_Lagr;Minimum lokalne/globalne
21;4;-7,75;-1;0;-1,00684;  2,02745e-05;  28;lokalne;2,59464e-14;  -7,44939e-18;  5;lokalne
22;-51;13,8894;101,49;0;62,7236;  -0,921198;  38;globalne;62,727;  -0,921198;  38;globalne
23;-99;53,49;259,352;0;62,7282;  -0,921198;  42;globalne;-298,658;  1,78394;  5;globalne
24;-41;-13,3875;23,8894;0;0,00400114;  3,20182e-10;  34;lokalne;2,34084e-13;  -7,44939e-18;  16;lokalne
25;-81;71,49;277,352;0;71,4972;  -0,20165;  42;globalne;-576,763;  6,65311;  5;globalne
26;81;53,3875;69,25;0;62,7242;  -0,921198;  30;globalne;62,727;  -0,921198;  32;globalne
27;97;32,1106;69,3875;0;62,7274;  -0,921198;  34;globalne;nan;  nan;  4;globalne
28;99;34,1106;71,3875;0;62,7303;  -0,921198;  34;globalne;77,4218;  0,10673;  5;globalne
29;-18;-6,25;9,6125;0;-0,00234033;  1,09542e-10;  30;lokalne;6,10214e-13;  -7,44939e-18;  12;lokalne
30;90;25,1106;62,3875;0;25,1195;  0,0126204;  34;lokalne;nan;  nan;  4;lokalne
31;99;34,1106;71,3875;0;62,7303;  -0,921198;  34;globalne;77,4218;  0,10673;  5;globalne
32;-90;62,49;268,352;0;62,7271;  -0,921198;  42;globalne;nan;  nan;  4;globalne
33;58;63;69,75;0;63,0068;  -0,920022;  28;globalne;61,1942;  -0,88661;  5;globalne
34;-27;0,6125;37,8894;0;0,621416;  7,72315e-06;  34;lokalne;2,4356e-07;  -6,26296e-18;  9;lokalne
35;-77;-12,1106;75,49;0;-0,00211112;  8,91367e-11;  38;lokalne;-35,5901;  0,0253331;  5;lokalne
36;39;-25,8894;11,3875;0;0,0020493;  8,39926e-11;  34;lokalne;1,18568e-09;  -7,44936e-18;  12;lokalne
37;-7;-2;4,75;0;-0,00303951;  1,84773e-10;  28;lokalne;3,93545e-13;  -7,44939e-18;  12;lokalne
38;-61;3,88938;91,49;0;62,7273;  -0,921198;  38;globalne;-0,961736;  1,84987e-05;  9;globalne
39;80;52,3875;68,25;0;62,7274;  -0,921198;  30;globalne;62,727;  -0,921198;  30;globalne
40;91;26,1106;63,3875;0;62,7277;  -0,921198;  34;globalne;nan;  nan;  4;globalne
41;-42;-14,3875;22,8894;0;0,00256846;  1,3194e-10;  34;lokalne;2,33952e-13;  -7,44939e-18;  16;lokalne
42;59;64;70,75;0;64,0068;  -0,896808;  28;globalne;57,4245;  -0,576229;  5;globalne
43;92;27,1106;64,3875;0;62,7292;  -0,921198;  34;globalne;nan;  nan;  4;globalne
44;-84;68,49;274,352;0;68,4972;  -0,516061;  42;globalne;nan;  nan;  4;globalne
45;-11;0,75;16,6125;0;0,759933;  1,155e-05;  30;lokalne;9,28717e-08;  -7,27688e-18;  5;lokalne
46;57;62;68,75;0;62,7249;  -0,921198;  28;globalne;62,727;  -0,921198;  24;globalne
47;12;-15,6125;0,25;0;0,00168284;  5,66392e-11;  30;lokalne;2,6595e-13;  -7,44939e-18;  12;lokalne
48;-97;55,49;261,352;0;62,724;  -0,921198;  42;globalne;nan;  nan;  4;globalne
49;-65;-0,110625;87,49;0;62,7288;  -0,921198;  38;globalne;-11,8773;  0,00282143;  5;globalne
50;-27;0,6125;37,8894;0;0,621416;  7,72315e-06;  34;lokalne;2,4356e-07;  -6,26296e-18;  9;lokalne
51;-44;-16,3875;20,8894;0;-0,000296879;  1,76273e-12;  34;lokalne;2,33912e-13;  -7,44939e-18;  16;lokalne
52;29;-35,8894;1,3875;0;-0,00336164;  2,26012e-10;  34;lokalne;5,6609e-13;  -7,44939e-18;  10;lokalne
53;-53;11,8894;99,49;0;62,7243;  -0,921198;  38;globalne;62,727;  -0,921198;  34;globalne
54;63;58;68;0;62,7276;  -0,921198;  30;globalne;62,727;  -0,921198;  18;globalne
55;-13;-1,25;14,6125;0;0,00151847;  4,61151e-11;  30;lokalne;9,82783e-12;  -7,44939e-18;  12;lokalne
56;-24;3,6125;40,8894;0;3,62142;  0,000262293;  34;lokalne;3,32069;  0,00022054;  5;lokalne
57;-66;-1,11062;86,49;0;62,7292;  -0,921198;  38;globalne;-9,13776;  0,00166997;  5;globalne
58;-30;-2,3875;34,8894;0;0,00192896;  7,44181e-11;  34;lokalne;2,49444e-13;  -7,44939e-18;  16;lokalne
59;43;54,75;70,6125;0;62,7259;  -0,921198;  30;globalne;62,727;  -0,921198;  22;globalne
60;-55;9,88938;97,49;0;62,7251;  -0,921198;  38;globalne;62,727;  -0,921198;  44;globalne
61;-83;69,49;275,352;0;69,4972;  -0,405297;  42;globalne;nan;  nan;  4;globalne
62;-18;-6,25;9,6125;0;-0,00234033;  1,09542e-10;  30;lokalne;6,10214e-13;  -7,44939e-18;  12;lokalne
63;99;34,1106;71,3875;0;62,7303;  -0,921198;  34;globalne;77,4218;  0,10673;  5;globalne
64;23;-41,8894;-4,6125;0;-4,62142;  0,00042715;  34;lokalne;-1,37174e-14;  -7,44939e-18;  5;lokalne
65;-48;16,8894;104,49;0;62,7305;  -0,921198;  38;globalne;62,727;  -0,921198;  26;globalne
66;-78;-13,1106;74,49;0;-0,0017382;  6,04266e-11;  38;lokalne;nan;  nan;  4;lokalne
67;0;-5;5;0;0,00313087;  1,96047e-10;  30;lokalne;2,33904e-13;  -7,44939e-18;  10;lokalne
68;58;63;69,75;0;63,0068;  -0,920022;  28;globalne;61,1942;  -0,88661;  5;globalne
69;-23;4,6125;41,8894;0;4,62142;  0,00042715;  34;lokalne;4,34954;  0,00037837;  5;lokalne
70;-7;-2;4,75;0;-0,00303951;  1,84773e-10;  28;lokalne;3,93545e-13;  -7,44939e-18;  12;lokalne
71;90;25,1106;62,3875;0;25,1195;  0,0126204;  34;lokalne;nan;  nan;  4;lokalne
72;-24;3,6125;40,8894;0;3,62142;  0,000262293;  34;lokalne;3,32069;  0,00022054;  5;lokalne
73;13;-14,6125;1,25;0;-0,00151847;  4,61151e-11;  30;lokalne;4,68305e-13;  -7,44939e-18;  10;lokalne
74;-99;53,49;259,352;0;62,7282;  -0,921198;  42;globalne;-298,658;  1,78394;  5;globalne
75;11;-16,6125;-0,75;0;-0,759933;  1,155e-05;  30;lokalne;1,3908e-14;  -7,44939e-18;  5;lokalne
76;-96;56,49;262,352;0;62,7254;  -0,921198;  42;globalne;nan;  nan;  4;globalne
77;-30;-2,3875;34,8894;0;0,00192896;  7,44181e-11;  34;lokalne;2,49444e-13;  -7,44939e-18;  16;lokalne
78;-38;-10,3875;26,8894;0;-0,000616629;  7,60461e-12;  34;lokalne;2,39041e-13;  -7,44939e-18;  16;lokalne
79;-11;0,75;16,6125;0;0,759933;  1,155e-05;  30;lokalne;9,28717e-08;  -7,27688e-18;  5;lokalne
80;-98;54,49;260,352;0;62,7297;  -0,921198;  42;globalne;-808,321;  13,0677;  5;globalne
81;90;25,1106;62,3875;0;25,1195;  0,0126204;  34;lokalne;nan;  nan;  4;lokalne
82;-44;-16,3875;20,8894;0;-0,000296879;  1,76273e-12;  34;lokalne;2,33912e-13;  -7,44939e-18;  16;lokalne
83;-76;-11,1106;76,49;0;-0,00248405;  1,2341e-10;  38;lokalne;-1,19456e-07;  -7,16399e-18;  32;lokalne
84;-97;55,49;261,352;0;62,724;  -0,921198;  42;globalne;nan;  nan;  4;globalne
85;86;21,1106;58,3875;0;21,1195;  0,00892071;  34;lokalne;nan;  nan;  4;lokalne
86;83;18,1106;55,3875;0;18,1195;  0,00656636;  34;lokalne;nan;  nan;  4;lokalne
87;-14;-2,25;13,6125;0;0,00471979;  4,45528e-10;  30;lokalne;7,17597e-12;  -7,44939e-18;  12;lokalne
88;-11;0,75;16,6125;0;0,759933;  1,155e-05;  30;lokalne;9,28717e-08;  -7,27688e-18;  5;lokalne
89;-73;-8,11062;79,49;0;-0,00360282;  2,59606e-10;  38;lokalne;2,36149e-13;  -7,44939e-18;  20;lokalne
90;-82;70,49;276,352;0;70,4972;  -0,298909;  42;globalne;-3623,11;  262,539;  5;globalne
91;58;63;69,75;0;63,0068;  -0,920022;  28;globalne;61,1942;  -0,88661;  5;globalne
92;-67;-2,11062;85,49;0;62,7295;  -0,921198;  38;globalne;-6,23205;  0,000776769;  5;globalne
93;33;-31,8894;5,3875;0;0,00236905;  1,12248e-10;  34;lokalne;1,36835e-11;  -7,44939e-18;  10;lokalne
94;70;58,25;65;0;62,7295;  -0,921198;  28;globalne;62,727;  -0,921198;  24;globalne
95;55;60;66,75;0;62,7287;  -0,921198;  28;globalne;62,727;  -0,921198;  24;globalne
96;22;-42,8894;-5,6125;0;-5,62142;  0,000632006;  34;lokalne;-6,8587e-15;  -7,44939e-18;  5;lokalne
97;90;25,1106;62,3875;0;25,1195;  0,0126204;  34;lokalne;nan;  nan;  4;lokalne
98;77;49,3875;65,25;0;62,7271;  -0,921198;  30;globalne;67,9856;  -0,572505;  5;globalne
99;30;-34,8894;2,3875;0;-0,00192896;  7,44181e-11;  34;lokalne;1,18576e-12;  -7,44939e-18;  10;lokalne
100;69;57,25;64;0;62,728;  -0,921198;  28;globalne;62,727;  -0,921198;  24;globalne
