-4,16;-9,77;-0,360011;-0,359995;22,5792;13,9392;141
9,67;7,53;-0,299985;-0,299994;21,7799;14,5801;146
4,98;-2,71;-0,240026;-0,240021;20,9955;15,2349;137
-0,79;1,95;-0,180005;-0,179994;20,2248;15,9048;134
1,49;-6,02;-0,119987;-0,120002;19,4687;16,5889;139
-0,74;8,14;-0,0600014;-0,0600185;18,7273;17,2871;138
4,47;3,76;1,44191e-05;8,22693e-06;17,9999;18,0001;139
3,26;2,63;0,0600015;0,06001;17,2871;18,7273;138
2,4;8,63;0,119993;0,119989;16,5889;19,4687;141
6,78;5,19;0,179987;0,180012;15,9048;20,2248;143
-2,42;-2,15;0,239986;0,239984;15,2354;20,995;135
7,27;-8,21;0,300007;0,300012;14,5799;21,7801;145
-1,59;-4,02;0,360013;0,359995;13,9392;22,5793;136
8,17;-3,08;0,42;0,420005;13,3128;23,3928;141
-9;-5;0,479982;0,479984;12,701;24,2206;142
6,14;3,99;0,539983;0,539989;12,1033;25,063;140
-3,98;8,74;0,599977;0,599996;11,5201;25,9198;142
-1,27;-7,9;0,660008;0,659993;10,9512;26,7912;139
-5,3;-0,82;0,719976;0,719981;10,397;27,6765;137
1,27;7,57;0,780004;0,77998;9,85687;28,5767;138
-0,02;8,2;0,839992;0,840003;9,33122;29,4912;138
5,25;-1,61;0,899981;0,899976;8,82018;30,4197;136
-8,45;-5,9;0,960005;0,960007;8,32315;31,3633;143
-0,49;-4,56;1,02001;1,02001;7,84074;32,3209;137
5,94;-3,48;1,07999;1,08001;7,3728;33,2928;140
-8,39;-4,44;1,13999;1,14001;6,91921;34,2792;143
2,87;9,13;1,19999;1,2;6,48005;35,2799;141
-1,99;3,21;1,25999;1,25999;6,05526;36,2951;137
1,39;-8,84;1,32;1,32001;5,64478;37,3249;139
5,44;-1,72;1,38;1,37998;5,24887;38,3686;138
9,86;2,3;1,43999;1,43998;4,86728;39,427;139
4,92;4,18;1,5;1,50001;4,49996;40,5001;138
2,67;1,64;1,56;1,56;4,14722;41,5871;132
-9,58;-8,8;1,62001;1,61999;3,80881;42,6888;147
-1,46;-9,33;1,68;1,67998;3,48486;43,8046;142
-3,82;9,4;1,74;1,74002;3,17517;44,9353;143
2,75;3,3;1,79999;1,80003;2,87997;46,0801;133
4,92;1,11;1,85998;1,86;2,59923;47,2391;135
-4,35;0,22;1,91998;1,92003;2,33279;48,4129;137
0,66;7,08;1,98;1,98001;2,08077;49,6009;136
-2,35;5,93;2,04001;2,03999;1,84319;50,8033;139
6,19;1,43;2,10001;2,09998;1,62002;52,0199;135
-7,18;-2,03;2,16;2,15998;1,41123;53,251;142
-8,86;-5,54;2,22002;2,21999;1,21679;54,4969;146
-1,33;-8,08;2,28;2,28001;1,03678;55,757;142
3,27;-3,82;2,33999;2,33999;0,871225;57,031;137
-0,59;-8,63;2,39998;2,4;0,720026;58,3198;142
-3,51;6,66;2,46002;2,46001;0,583162;59,6236;140
5,51;6,77;2,52;2,52001;0,460787;60,9409;139
3,2;6,39;2,58002;2,58001;0,352773;62,2732;136
-3,88;4,73;2,64;2,64;0,259194;63,6193;139
6,99;-2,16;2,69998;2,69999;0,180017;64,9797;139
-4,5;-8,4;2,76001;2,76001;0,11519;66,3554;144
0,67;0,99;2,82;2,81999;0,0648048;67,7446;133
-2,95;-6,98;2,88001;2,88001;0,0287963;69,149;144
8,33;-3,01;2,94002;2,94001;0,00719621;70,5676;141
8,62;-4,43;2,99997;3;8,38076e-10;71,9997;143
0,89;2,77;-3,00001;-3,00001;720,002;9,1659e-12;140
-6,41;5,45;0,0150875;0,01508;178,194;1,81815;141
-0,74;-6,08;1,02683;1,02682;77,8687;3,24306;137
0,16;1,53;1,53401;1,534;42,9828;4,11144;131
3,84;-8,55;1,83871;1,83869;26,9723;4,68261;142
-7,73;-4,63;2,04202;2,04202;18,3546;5,08439;144
5,77;-7,11;2,18731;2,18731;13,2092;5,38164;142
0,59;-8,01;2,29633;2,29636;9,90262;5,61025;140
-9,35;-8,97;2,38116;2,38117;7,65908;5,79139;147
9,34;4,46;2,44904;2,44903;6,07118;5,9384;141
5,47;-9,83;2,50456;2,50459;4,90891;6,06007;143
5,47;-9,83;2,55087;2,55089;4,03417;6,16245;142
-6,41;-7,94;2,59005;2,59007;3,36098;6,24976;146
-2,58;-8,31;2,62367;2,62364;2,83274;6,32509;143
3,77;6,53;2,65278;2,65275;2,4114;6,39076;136
-6,4;-7,62;2,67825;2,67824;2,0705;6,4485;146
0,78;-2,15;2,70069;2,7007;1,79166;6,49959;136
-8,2;2,18;2,72069;2,72068;1,56034;6,54525;139
2,43;1,95;2,73858;2,73859;1,36673;6,58628;131
-1,93;5,3;2,75467;2,75467;1,20371;6,62325;138
-0,69;1,58;2,76923;2,76922;1,06516;6,65679;134
-6,19;5,58;2,78246;2,78247;0,946431;6,68738;141
9,46;7,86;2,79456;2,79458;0,844025;6,71541;143
6,07;-5,76;2,80565;2,80564;0,755508;6,74109;142
0,76;-6,62;2,81584;2,81583;0,678356;6,76478;139
-5,46;-1,41;2,82524;2,82526;0,610771;6,7867;142
-3,84;-6,25;2,83393;2,83396;0,551474;6,80699;143
-7,11;-7,47;2,84204;2,84204;0,499033;6,82588;147
-7,28;0,14;2,84958;2,84957;0,452571;6,8435;142
4,41;-0,41;2,8566;2,85661;0,41125;6,85996;135
1,19;5,12;2,86317;2,86318;0,374434;6,87536;135
5,43;-2,94;2,86936;2,86938;0,341282;6,8899;139
-8,19;-4,9;2,87517;2,87513;0,311744;6,90348;146
-8,33;-3,15;2,88062;2,88062;0,285029;6,91634;144
-6,96;-3,7;2,88574;2,88577;0,261036;6,92842;144
8,58;9,11;2,8906;2,89058;0,23941;6,93981;141
1,22;-4,64;2,89522;2,89519;0,219647;6,95068;139
8,01;-0,71;2,89952;2,89955;0,201869;6,9609;139
8,09;-6,04;2,90367;2,90368;0,185568;6,97068;143
-4,9;4,81;2,9076;2,9076;0,170756;6,97995;141
-5,87;-3,82;2,91133;2,91136;0,157191;6,9888;143
-9,89;-3,25;2,91487;2,91491;0,144885;6,99718;146
2,05;5,11;2,91828;2,91829;0,133553;7,00522;134
-8,59;5,39;2,92149;2,92149;0,123286;7,0128;142
-4,16;-9,77;2,92458;2,9246;0,113742;7,02015;146
9,67;7,53;2,92757;2,92756;0,104939;7,0272;143
4,98;-2,71;2,93037;2,93039;0,0969411;7,03388;139
-0,79;1,95;2,93309;2,9331;0,0895254;7,04032;134
1,49;-6,02;2,93569;2,93571;0,0826868;7,04651;138
-0,74;8,14;2,9382;2,9382;0,0763759;7,05245;139
4,47;3,76;2,94061;2,9406;0,0705541;7,05816;133
3,26;2,63;2,94288;2,94288;0,0652486;7,06357;131
2,4;8,63;2,94511;2,94511;0,0602504;7,06888;136
6,78;5,19;2,94725;2,94725;0,055651;7,07396;138
-2,42;-2,15;2,94931;2,94933;0,0513734;7,07888;139
7,27;-8,21;2,95132;2,95132;0,047394;7,08364;143
-1,59;-4,02;2,9532;2,95325;0,0437546;7,08818;140
8,17;-3,08;2,95508;2,95507;0,0403609;7,09259;141
-9;-5;2,95686;2,95687;0,0372114;7,09685;146
6,14;3,99;2,95858;2,95861;0,034282;7,10098;136
-3,98;8,74;2,96027;2,96026;0,0315793;7,10495;141
-1,27;-7,9;2,96187;2,96188;0,0290729;7,10879;143
-5,3;-0,82;2,96345;2,96344;0,026724;7,11254;141
1,27;7,57;2,96495;2,96497;0,0245559;7,11615;137
-0,02;8,2;2,96644;2,96645;0,0225251;7,11968;139
5,25;-1,61;2,96788;2,96788;0,0206304;7,12312;138
-8,45;-5,9;2,96926;2,96924;0,0189084;7,12639;146
-0,49;-4,56;2,9706;2,97061;0,0172822;7,12962;141
5,94;-3,48;2,9719;2,97189;0,0157947;7,13271;140
-8,39;-4,44;2,97316;2,97316;0,0144046;7,13573;146
2,87;9,13;2,97439;2,97439;0,0131171;7,13867;136
-1,99;3,21;2,97559;2,97557;0,0119281;7,14151;135
1,39;-8,84;2,97678;2,97675;0,0107983;7,14434;140
5,44;-1,72;2,9779;2,97788;0,00977758;7,14703;138
9,86;2,3;2,979;2,97901;0,00881384;7,14971;138
4,92;4,18;2,98006;2,98007;0,00794956;7,15223;135
2,67;1,64;2,98112;2,98109;0,00713989;7,15473;131
-9,58;-8,8;2,98212;2,98211;0,00639682;7,15714;149
-1,46;-9,33;2,98312;2,98311;0,00570253;7,15953;143
-3,82;9,4;2,98411;2,98409;0,00505476;7,1619;143
2,75;3,3;2,98504;2,98504;0,00447652;7,16414;131
4,92;1,11;2,98596;2,98597;0,00394207;7,16634;135
-4,35;0,22;2,98687;2,98685;0,00345353;7,1685;139
0,66;7,08;2,98775;2,98774;0,0030035;7,17062;136
-2,35;5,93;2,98862;2,9886;0,00259664;7,17268;139
6,19;1,43;2,98942;2,98945;0,00223237;7,17467;136
-7,18;-2,03;2,99026;2,99023;0,00190255;7,17661;143
-8,86;-5,54;2,99106;2,99105;0,00159898;7,17856;146
-1,33;-8,08;2,99182;2,99185;0,0013328;7,18042;143
3,27;-3,82;2,9926;2,99257;0,00109974;7,18221;136
-0,59;-8,63;2,99334;2,99333;0,000888613;7,18401;142
-3,51;6,66;2,99409;2,99409;0,000698235;7,18583;140
5,51;6,77;2,99479;2,9948;0,00054173;7,18751;138
3,2;6,39;2,99551;2,99547;0,000406858;7,18918;135
-3,88;4,73;2,99617;2,99618;0,000292522;7,19082;139
6,99;-2,16;2,99683;2,99683;0,000201089;7,19239;139
-4,5;-8,4;2,9975;2,99749;0,000125578;7,19399;146
0,67;0,99;2,99813;2,99813;6,96941e-05;7,19552;133
-2,95;-6,98;2,99879;2,99877;2,97721e-05;7,19707;144
8,33;-3,01;2,9994;2,99939;7,32786e-06;7,19855;141
8,62;-4,43;2,99997;3;8,38076e-09;7,19997;143
0,89;2,77;-3,00001;-3,00001;7200,02;9,1659e-13;140
-6,41;5,45;2,9412;2,94119;0,691647;0,705956;141
-0,74;-6,08;2,97074;2,97075;0,171172;0,712996;141
0,16;1,53;2,98066;2,98065;0,0748547;0,715364;134
3,84;-8,55;2,98564;2,98562;0,0412976;0,716555;140
-7,73;-4,63;2,98862;2,98862;0,0259098;0,717271;146
5,77;-7,11;2,9906;2,99062;0,0176298;0,717748;142
0,59;-8,01;2,99204;2,99204;0,0126792;0,71809;140
-9,35;-8,97;2,99309;2,99313;0,00949033;0,718348;147
9,34;4,46;2,99396;2,99395;0,00730513;0,71855;137
5,47;-9,83;2,99459;2,99461;0,00583404;0,718704;144
5,47;-9,83;2,99516;2,99514;0,00470483;0,718836;144
-6,41;-7,94;2,99561;2,99562;0,00384208;0,718948;146
-2,58;-8,31;2,996;2,99599;0,00320427;0,71904;144
3,77;6,53;2,99634;2,9963;0,00271101;0,719117;136
-6,4;-7,62;2,99658;2,99661;0,00231477;0,719184;146
0,78;-2,15;2,99686;2,99683;0,00199513;0,719242;136
-8,2;2,18;2,99708;2,99707;0,00170969;0,719298;139
2,43;1,95;2,99729;2,99727;0,00148135;0,719347;131
-1,93;5,3;2,99746;2,99744;0,00130183;0,719388;138
-0,69;1,58;2,9976;2,99762;0,00114393;0,719426;134
-6,19;5,58;2,99776;2,99772;0,0010201;0,719458;141
9,46;7,86;2,99786;2,99786;0,000916685;0,719486;143
6,07;-5,76;2,99798;2,99799;0,000809132;0,719517;142
0,76;-6,62;2,99811;2,99808;0,000722971;0,719544;139
-5,46;-1,41;2,99819;2,9982;0,000648549;0,719568;142
-3,84;-6,25;2,99831;2,99831;0,000573067;0,719594;143
-7,11;-7,47;2,99839;2,99837;0,000523935;0,719612;147
-7,28;0,14;2,99843;2,99845;0,000485018;0,719626;142
4,41;-0,41;2,99852;2,99851;0,000439423;0,719644;135
1,19;5,12;2,99858;2,99862;0,000391213;0,719664;135
5,43;-2,94;2,99868;2,99865;0,000358046;0,719679;139
-8,19;-4,9;2,99874;2,99874;0,000317194;0,719698;146
-8,33;-3,15;2,99877;2,99878;0,000301056;0,719706;144
-6,96;-3,7;2,99884;2,99882;0,000273403;0,719719;144
8,58;9,11;2,99889;2,99887;0,000250736;0,719731;141
1,22;-4,64;2,99893;2,99894;0,000225763;0,719745;139
8,01;-0,71;2,99898;2,999;0,000204134;0,719758;139
8,09;-6,04;2,99903;2,99902;0,000189804;0,719766;143
-4,9;4,81;2,99907;2,99905;0,000177906;0,719774;141
-5,87;-3,82;2,99908;2,99911;0,000163647;0,719783;143
-9,89;-3,25;2,99912;2,99915;0,000149381;0,719793;146
2,05;5,11;2,99919;2,99917;0,000134454;0,719803;134
-8,59;5,39;2,99919;2,99921;0,000127454;0,719808;142
-4,16;-9,77;2,99921;2,99925;0,000118407;0,719815;146
9,67;7,53;2,99926;2,99925;0,000110241;0,719822;143
4,98;-2,71;2,9993;2,99932;9,52353e-05;0,719834;139
-0,79;1,95;2,99933;2,99934;8,78211e-05;0,719841;134
1,49;-6,02;2,99934;2,99937;8,36398e-05;0,719845;139
-0,74;8,14;2,99936;2,99937;8,1544e-05;0,719847;139
4,47;3,76;2,99941;2,99939;7,26943e-05;0,719855;133
3,26;2,63;2,99942;2,99943;6,60703e-05;0,719862;131
2,4;8,63;2,99947;2,99944;5,93894e-05;0,719869;136
6,78;5,19;2,99947;2,99948;5,44315e-05;0,719875;138
-2,42;-2,15;2,99949;2,99949;5,25245e-05;0,719877;139
7,27;-8,21;2,9995;2,99953;4,70068e-05;0,719884;143
-1,59;-4,02;2,99953;2,99951;4,68149e-05;0,719884;140
8,17;-3,08;2,99952;2,99957;4,14859e-05;0,719891;141
-9;-5;2,99956;2,99956;3,86713e-05;0,719894;146
6,14;3,99;2,99958;2,99961;3,28323e-05;0,719903;136
-3,98;8,74;2,99958;2,99959;3,48725e-05;0,7199;141
-1,27;-7,9;2,99963;2,99964;2,70194e-05;0,719912;143
-5,3;-0,82;2,99964;2,99963;2,72143e-05;0,719911;141
1,27;7,57;2,99964;2,99963;2,64138e-05;0,719913;137
-0,02;8,2;2,99965;2,99968;2,30162e-05;0,719919;139
5,25;-1,61;2,99966;2,99967;2,25857e-05;0,719919;138
-8,45;-5,9;2,9997;2,99967;1,98815e-05;0,719924;146
-0,49;-4,56;2,9997;2,99969;1,87187e-05;0,719927;141
5,94;-3,48;2,99974;2,99971;1,53207e-05;0,719934;140
-8,39;-4,44;2,99972;2,99973;1,47784e-05;0,719935;146
2,87;9,13;2,99974;2,99973;1,40366e-05;0,719936;136
-1,99;3,21;2,99975;2,99977;1,14201e-05;0,719943;135
1,39;-8,84;2,99977;2,99978;1,00818e-05;0,719946;140
5,44;-1,72;2,99978;2,9998;8,87696e-06;0,719949;138
9,86;2,3;2,99979;2,99978;9,11485e-06;0,719949;138
4,92;4,18;2,99979;2,99983;7,5845e-06;0,719953;135
2,67;1,64;2,99979;2,99982;7,63208e-06;0,719953;131
-9,58;-8,8;2,99981;2,99984;6,14984e-06;0,719958;149
-1,46;-9,33;2,99982;2,99985;5,51815e-06;0,71996;143
-3,82;9,4;2,99983;2,99984;5,40846e-06;0,719961;141
2,75;3,3;2,99985;2,99985;4,43926e-06;0,719964;131
4,92;1,11;2,99987;2,99987;3,52565e-06;0,719968;135
-4,35;0,22;2,99989;2,99988;2,66082e-06;0,719972;139
0,66;7,08;2,99989;2,9999;2,12927e-06;0,719975;136
-2,35;5,93;2,99989;2,99987;2,91483e-06;0,719971;139
6,19;1,43;2,99989;2,99989;2,512e-06;0,719973;136
-7,18;-2,03;2,99991;2,99991;1,6708e-06;0,719978;143
-8,86;-5,54;2,9999;2,99993;1,58006e-06;0,719979;146
-1,33;-8,08;2,99991;2,99993;1,17471e-06;0,719982;143
3,27;-3,82;2,99993;2,99992;1,03094e-06;0,719983;136
-0,59;-8,63;2,99995;2,99991;1,05888e-06;0,719983;142
-3,51;6,66;2,99996;2,99996;3,52161e-07;0,71999;140
5,51;6,77;2,99993;2,99996;6,82963e-07;0,719987;138
3,2;6,39;2,99996;2,99994;5,67633e-07;0,719987;135
-3,88;4,73;2,99996;2,99995;4,44781e-07;0,719989;139
6,99;-2,16;2,99996;2,99996;3,40974e-07;0,71999;139
-4,5;-8,4;2,99998;2,99997;1,13319e-07;0,719994;146
0,67;0,99;2,99998;3;3,48759e-08;0,719998;133
-2,95;-6,98;3,00001;2,99999;1,66245e-08;0,72;144
8,33;-3,01;3,00002;2,99999;5,76875e-08;0,720001;141
8,62;-4,43;2,99997;3;8,38076e-08;0,719997;143
