


Wspolczynnik ekspansji: 1.41
Lp.;x(0);a;b;fcalls_Eksp;x*_Fib;y*_Fib;fcalls_Fib;Minimum lokalne/globalne;x*_Lagr;y*_Lagr;fcalls_Lagr;Minimum lokalne/globalne
26;81;53,3875;69,25;0;63,1911;  -0,917966;  18;globalne;62,727;  -0,921198;  11;globalne
27;97;32,1106;69,3875;0;63,9489;  -0,898948;  20;globalne;50,7491;  -0,031489;  4;globalne
28;99;34,1106;71,3875;0;56,8177;  -0,51192;  20;globalne;52,7491;  -0,138554;  4;globalne
29;-18;-6,25;9,6125;0;3,18453;  0,000202824;  18;lokalne;6,10214e-13;  -7,44939e-18;  6;lokalne
30;90;25,1106;62,3875;0;25,1195;  0,0126204;  20;lokalne;43,7491;  0,0470649;  4;lokalne
31;99;34,1106;71,3875;0;56,8177;  -0,51192;  20;globalne;52,7491;  -0,138554;  4;globalne
32;-90;62,49;268,352;0;62,7339;  -0,921197;  24;globalne;165,421;  0,547281;  4;globalne
33;58;63;69,75;0;63,0068;  -0,920022;  17;globalne;66,375;  -0,737248;  4;globalne
34;-27;0,6125;37,8894;0;0,6125;  7,50312e-06;  20;lokalne;1,03132;  2,12724e-05;  5;lokalne
35;-77;-12,1106;75,49;0;-0,0434413;  3,7743e-08;  22;lokalne;31,6897;  0,0201473;  4;lokalne
36;39;-25,8894;11,3875;0;-3,18225;  0,000202535;  20;lokalne;1,18568e-09;  -7,44936e-18;  6;lokalne
37;-7;-2;4,75;0;-0,0305488;  1,86646e-08;  17;lokalne;3,93545e-13;  -7,44939e-18;  6;lokalne
38;-61;3,88938;91,49;0;57,5485;  -0,589248;  22;globalne;6,28671;  0,000790455;  5;globalne
39;80;52,3875;68,25;0;61,963;  -0,912484;  18;globalne;62,727;  -0,921198;  11;globalne
40;91;26,1106;63,3875;0;62,5838;  -0,920891;  20;globalne;44,7491;  0,0490955;  4;globalne
41;-42;-14,3875;22,8894;0;8,1149;  0,00131703;  20;lokalne;2,33952e-13;  -7,44939e-18;  7;lokalne
42;59;64;70,75;0;64,0068;  -0,896808;  17;globalne;67,375;  -0,638078;  4;globalne
43;92;27,1106;64,3875;0;63,1012;  -0,919096;  20;globalne;45,7491;  0,0493453;  4;globalne
44;-84;68,49;274,352;0;68,4972;  -0,516061;  24;globalne;171,421;  0,587702;  4;globalne
45;-11;0,75;16,6125;0;0,759933;  1,155e-05;  18;lokalne;8,68125;  0,00150728;  4;lokalne
46;57;62;68,75;0;62,7519;  -0,921189;  17;globalne;62,727;  -0,921198;  9;globalne
47;12;-15,6125;0,25;0;-0,112458;  2,52936e-07;  18;lokalne;2,6595e-13;  -7,44939e-18;  6;lokalne
48;-97;55,49;261,352;0;62,4153;  -0,919742;  24;globalne;158,421;  0,501943;  4;globalne
49;-65;-0,110625;87,49;0;53,5485;  -0,197233;  22;globalne;43,6897;  0,0469094;  4;globalne
50;-27;0,6125;37,8894;0;0,6125;  7,50312e-06;  20;lokalne;1,03132;  2,12724e-05;  5;lokalne
51;-44;-16,3875;20,8894;0;1,21222;  2,93895e-05;  20;lokalne;2,33912e-13;  -7,44939e-18;  7;lokalne
52;29;-35,8894;1,3875;0;0,101184;  2,04763e-07;  20;lokalne;5,6609e-13;  -7,44939e-18;  6;lokalne
53;-53;11,8894;99,49;0;66,0296;  -0,768085;  22;globalne;62,727;  -0,921198;  13;globalne
54;63;58;68;0;62,7213;  -0,921198;  18;globalne;62,727;  -0,921198;  8;globalne
55;-13;-1,25;14,6125;0;0,180307;  6,50211e-07;  18;lokalne;9,82783e-12;  -7,44939e-18;  6;lokalne
56;-24;3,6125;40,8894;0;3,62142;  0,000262293;  20;lokalne;22,2509;  0,00990213;  4;lokalne
57;-66;-1,11062;86,49;0;52,5485;  -0,125255;  22;lokalne;42,6897;  0,0439661;  4;lokalne
58;-30;-2,3875;34,8894;0;0,180044;  6,48318e-07;  20;lokalne;2,49444e-13;  -7,44939e-18;  7;lokalne
59;43;54,75;70,6125;0;64,5536;  -0,872038;  18;globalne;62,727;  -0,921198;  9;globalne
60;-55;9,88938;97,49;0;64,0296;  -0,895943;  22;globalne;62,727;  -0,921198;  15;globalne
61;-83;69,49;275,352;0;69,4972;  -0,405297;  24;globalne;172,421;  0,594579;  4;globalne
62;-18;-6,25;9,6125;0;3,18453;  0,000202824;  18;lokalne;6,10214e-13;  -7,44939e-18;  6;lokalne
63;99;34,1106;71,3875;0;56,8177;  -0,51192;  20;globalne;52,7491;  -0,138554;  4;globalne
64;23;-41,8894;-4,6125;0;4,18737;  0,000350682;  20;lokalne;-23,2509;  0,0108121;  4;lokalne
65;-48;16,8894;104,49;0;71,0296;  -0,245756;  22;globalne;62,727;  -0,921198;  11;globalne
66;-78;-13,1106;74,49;0;7,08798;  0,00100479;  22;lokalne;30,6897;  0,0188703;  4;lokalne
67;0;-5;5;0;1,18034;  2,7864e-05;  18;lokalne;2,33904e-13;  -7,44939e-18;  6;lokalne
68;58;63;69,75;0;63,0068;  -0,920022;  17;globalne;66,375;  -0,737248;  4;globalne
69;-23;4,6125;41,8894;0;4,62142;  0,00042715;  20;lokalne;23,2509;  0,0108122;  4;lokalne
70;-7;-2;4,75;0;-0,0305488;  1,86646e-08;  17;lokalne;3,93545e-13;  -7,44939e-18;  6;lokalne
71;90;25,1106;62,3875;0;25,1195;  0,0126204;  20;lokalne;43,7491;  0,0470649;  4;lokalne
72;-24;3,6125;40,8894;0;3,62142;  0,000262293;  20;lokalne;22,2509;  0,00990213;  4;lokalne
73;13;-14,6125;1,25;0;-1,2924;  3,34058e-05;  18;lokalne;4,68305e-13;  -7,44939e-18;  6;lokalne
74;-99;53,49;259,352;0;60,4153;  -0,84427;  24;globalne;156,421;  0,489349;  4;globalne
75;11;-16,6125;-0,75;0;0,67967;  9,23902e-06;  18;lokalne;-8,68125;  0,00150728;  4;lokalne
76;-96;56,49;262,352;0;63,5803;  -0,910299;  24;globalne;159,421;  0,5083;  4;globalne
77;-30;-2,3875;34,8894;0;0,180044;  6,48318e-07;  20;lokalne;2,49444e-13;  -7,44939e-18;  7;lokalne
78;-38;-10,3875;26,8894;0;-1,79235;  6,42504e-05;  20;lokalne;2,39041e-13;  -7,44939e-18;  7;lokalne
79;-11;0,75;16,6125;0;0,759933;  1,155e-05;  18;lokalne;8,68125;  0,00150728;  4;lokalne
80;-98;54,49;260,352;0;61,4153;  -0,895747;  24;globalne;157,421;  0,495626;  4;globalne
81;90;25,1106;62,3875;0;25,1195;  0,0126204;  20;lokalne;43,7491;  0,0470649;  4;lokalne
82;-44;-16,3875;20,8894;0;1,21222;  2,93895e-05;  20;lokalne;2,33912e-13;  -7,44939e-18;  7;lokalne
83;-76;-11,1106;76,49;0;-0,194629;  7,57612e-07;  22;lokalne;-1,19456e-07;  -7,16399e-18;  11;lokalne
84;-97;55,49;261,352;0;62,4153;  -0,919742;  24;globalne;158,421;  0,501943;  4;globalne
85;86;21,1106;58,3875;0;21,1195;  0,00892071;  20;lokalne;39,7491;  0,0349114;  4;lokalne
86;83;18,1106;55,3875;0;18,1195;  0,00656636;  20;lokalne;36,7491;  0,027982;  4;lokalne
87;-14;-2,25;13,6125;0;-0,0741355;  1,09921e-07;  18;lokalne;7,17597e-12;  -7,44939e-18;  6;lokalne
88;-11;0,75;16,6125;0;0,759933;  1,155e-05;  18;lokalne;8,68125;  0,00150728;  4;lokalne
89;-73;-8,11062;79,49;0;-0,395446;  3,12755e-06;  22;lokalne;2,36149e-13;  -7,44939e-18;  8;lokalne
90;-82;70,49;276,352;0;70,4972;  -0,298909;  24;globalne;173,421;  0,601495;  4;globalne
91;58;63;69,75;0;63,0068;  -0,920022;  17;globalne;66,375;  -0,737248;  4;globalne
92;-67;-2,11062;85,49;0;51,5485;  -0,0675813;  22;lokalne;41,6897;  0,0407604;  4;lokalne
93;33;-31,8894;5,3875;0;-0,382383;  2,92434e-06;  20;lokalne;1,36835e-11;  -7,44939e-18;  6;lokalne
94;70;58,25;65;0;64,7459;  -0,861418;  17;globalne;62,727;  -0,921198;  9;globalne
95;55;60;66,75;0;62,4812;  -0,920292;  17;globalne;62,727;  -0,921198;  9;globalne
96;22;-42,8894;-5,6125;0;3,18737;  0,000203187;  20;lokalne;-24,2509;  0,0117622;  4;lokalne
97;90;25,1106;62,3875;0;25,1195;  0,0126204;  20;lokalne;43,7491;  0,0470649;  4;lokalne
98;77;49,3875;65,25;0;62,9357;  -0,920544;  18;globalne;57,3187;  -0,565071;  4;globalne
99;30;-34,8894;2,3875;0;0,309524;  1,91611e-06;  20;lokalne;1,18576e-12;  -7,44939e-18;  6;lokalne
100;69;57,25;64;0;62,7795;  -0,921157;  17;globalne;62,727;  -0,921198;  9;globalne
