


Wspolczynnik ekspansji: 1.38
Lp.;x(0);a;b;fcalls_Eksp;x*_Fib;y*_Fib;fcalls_Fib;Minimum lokalne/globalne;x*_Lagr;y*_Lagr;fcalls_Lagr;Minimum lokalne/globalne
14;58;63;63,75;1;63,0084;  -0,920131;  18;globalne;62,7431;  -0,921148;  5;globalne
15;66;60,25;61;1;60,9916;  -0,875978;  18;globalne;63,0716;  -0,919578;  5;globalne
16;-79;2,83269;15,1076;21;2,84037;  0,000161354;  30;lokalne;-2,83018e-08;  -7,14115e-18;  5;lokalne
17;6;-0,6125;0,25;2;-0,00196629;  7,73261e-11;  18;lokalne;2,2743e-13;  -7,15717e-18;  12;lokalne
18;-72;-0,841142;9,83269;20;0,00100126;  2,00505e-11;  30;lokalne;1,42295e-12;  -7,15717e-18;  12;lokalne
19;-36;-0,621471;4,68531;15;-0,00379686;  2,88323e-10;  26;lokalne;3,48498e-13;  -7,15717e-18;  12;lokalne
20;-50;-3,2119;3,80632;17;0,00212005;  8,9892e-11;  28;lokalne;2,53067e-13;  -7,15717e-18;  12;lokalne
21;-84;-2,16731;10,1076;21;0,000202718;  8,21888e-13;  30;lokalne;1,87464e-12;  -7,15717e-18;  12;lokalne
22;81;60,7722;63,4106;10;62,7458;  -0,921148;  24;globalne;62,7482;  -0,921148;  20;globalne
23;-57;-3,19368;4,87727;18;0,00362567;  2,62909e-10;  28;lokalne;3,22658e-13;  -7,15717e-18;  12;lokalne
24;-43;-2,31469;3,7881;16;-0,00218346;  9,53498e-11;  28;lokalne;2,94617e-13;  -7,15717e-18;  12;lokalne
25;-87;-5,16731;7,10759;21;-0,00216911;  9,41009e-11;  30;lokalne;3,6838e-13;  -7,15717e-18;  12;lokalne
26;-67;4,15886;14,8327;20;4,16554;  0,000347035;  30;lokalne;-4,74118e-08;  -7,11221e-18;  5;lokalne
27;-4;1;1,75;1;1,00843;  2,03385e-05;  18;lokalne;-7,48501e-13;  -7,15717e-18;  5;lokalne
28;-43;-2,31469;3,7881;16;-0,00218346;  9,53498e-11;  28;lokalne;2,94617e-13;  -7,15717e-18;  12;lokalne
29;2;-3;7;0;-0,000626174;  7,84187e-12;  30;lokalne;5,93775e-13;  -7,15717e-18;  12;lokalne
30;-51;2,80632;10,8773;18;2,8145;  0,000158428;  28;lokalne;-6,11982e-09;  -7,15642e-18;  5;lokalne
31;-52;1,80632;9,87727;18;1,8145;  6,5848e-05;  28;lokalne;-2,02663e-09;  -7,15708e-18;  5;lokalne
32;-87;-5,16731;7,10759;21;-0,00216911;  9,41009e-11;  30;lokalne;3,6838e-13;  -7,15717e-18;  12;lokalne
33;-23;0,261957;3,75125;12;0,271212;  1,47112e-06;  24;lokalne;-3,48004e-12;  -7,15717e-18;  5;lokalne
34;85;58,2487;61,738;12;61,7288;  -0,905693;  24;globalne;63,447;  -0,913829;  5;globalne
35;58;63;63,75;1;63,0084;  -0,920131;  18;globalne;62,7431;  -0,921148;  5;globalne
36;32;-3,37853;1,23606;14;0,00298273;  1,77934e-10;  26;lokalne;3,09893e-13;  -7,15717e-18;  12;lokalne
37;-69;2,15886;12,8327;20;2,16554;  9,37914e-05;  30;lokalne;-1,62175e-08;  -7,15191e-18;  5;lokalne
38;-4;1;1,75;1;1,00843;  2,03385e-05;  18;lokalne;-7,48501e-13;  -7,15717e-18;  5;lokalne
39;-15;0,295114;2,58938;9;0,304961;  1,86002e-06;  22;lokalne;-8,3136e-13;  -7,15717e-18;  5;lokalne
40;81;60,7722;63,4106;10;62,7458;  -0,921148;  24;globalne;62,7482;  -0,921148;  20;globalne
41;-7;-0,3875;0,604375;3;-0,00177083;  6,2717e-11;  20;lokalne;2,27014e-13;  -7,15717e-18;  12;lokalne
42;52;62,0568;63,5653;6;62,7495;  -0,921148;  22;globalne;62,7482;  -0,921148;  18;globalne
43;-81;0,832687;13,1076;21;0,840373;  1,41245e-05;  30;lokalne;-1,19736e-08;  -7,1543e-18;  5;lokalne
44;-19;1,22779;4,26196;11;1,23584;  3,05459e-05;  24;lokalne;-1,40896e-11;  -7,15717e-18;  5;lokalne
45;62;57;67;0;62,7483;  -0,921148;  30;globalne;62,7482;  -0,921148;  24;globalne
46;41;-5,7881;0,314692;16;-0,0006502;  8,45519e-12;  28;lokalne;2,52734e-13;  -7,15717e-18;  12;lokalne
47;27;-3,76394;0,248749;13;-0,00122123;  2,9828e-11;  26;lokalne;2,41737e-13;  -7,15717e-18;  12;lokalne
48;10;-1,5653;-0,0567859;6;-0,0632603;  8,00372e-08;  22;lokalne;1,83776e-13;  -7,15717e-18;  5;lokalne
49;79;61,4106;63,7049;9;62,7498;  -0,921148;  22;globalne;62,7482;  -0,921148;  16;globalne
50;36;-4,68531;0,621471;15;0,00379686;  2,88323e-10;  26;lokalne;2,77276e-13;  -7,15717e-18;  12;lokalne
51;82;58,738;61,7722;11;61,7642;  -0,906739;  24;globalne;63,2484;  -0,917393;  5;globalne
52;-99;-4,89241;9,22373;22;-0,00435452;  3,79236e-10;  30;lokalne;7,65411e-13;  -7,15717e-18;  12;lokalne
53;-48;-1,2119;5,80632;17;-0,00308443;  1,90274e-10;  28;lokalne;4,94671e-13;  -7,15717e-18;  12;lokalne
54;52;62,0568;63,5653;6;62,7495;  -0,921148;  22;globalne;62,7482;  -0,921148;  18;globalne
55;10;-1,5653;-0,0567859;6;-0,0632603;  8,00372e-08;  22;lokalne;1,83776e-13;  -7,15717e-18;  5;lokalne
56;16;-1,58938;0,704886;9;-0,0040724;  3,31689e-10;  22;lokalne;2,44103e-13;  -7,15717e-18;  10;lokalne
57;-74;-2,84114;7,83269;20;-0,000579959;  6,72704e-12;  30;lokalne;7,90186e-13;  -7,15717e-18;  12;lokalne
58;16;-1,58938;0,704886;9;-0,0040724;  3,31689e-10;  22;lokalne;2,44103e-13;  -7,15717e-18;  10;lokalne
59;-56;-2,19368;5,87727;18;-0,00217637;  9,47313e-11;  28;lokalne;4,90292e-13;  -7,15717e-18;  12;lokalne
60;70;61,255;62,3956;4;62,3877;  -0,919201;  20;globalne;62,7711;  -0,92114;  5;globalne
61;-87;-5,16731;7,10759;21;-0,00216911;  9,41009e-11;  30;lokalne;3,6838e-13;  -7,15717e-18;  12;lokalne
62;-90;4,10759;18,2237;22;4,11643;  0,0003389;  30;lokalne;2,18819e-06;  8,86067e-17;  5;lokalne
63;54;62,745;64,0568;5;62,7541;  -0,921148;  20;globalne;62,7434;  -0,921148;  5;globalne
64;-58;3,87727;13,1589;19;3,88667;  0,000302124;  28;lokalne;-3,29015e-08;  -7,13552e-18;  5;lokalne
65;-75;-3,84114;6,83269;20;0,00197127;  7,7718e-11;  30;lokalne;4,72364e-13;  -7,15717e-18;  12;lokalne
66;-94;0,10759;14,2237;22;0,116429;  2,71115e-07;  30;lokalne;-1,4598e-08;  -7,1529e-18;  5;lokalne
67;27;-3,76394;0,248749;13;-0,00122123;  2,9828e-11;  26;lokalne;2,41737e-13;  -7,15717e-18;  12;lokalne
68;80;59,7722;62,4106;10;62,4036;  -0,919369;  24;globalne;62,872;  -0,920918;  5;globalne
69;-65;-3,12273;6,15886;19;-0,000657052;  8,63434e-12;  28;lokalne;4,55174e-13;  -7,15717e-18;  12;lokalne
70;27;-3,76394;0,248749;13;-0,00122123;  2,9828e-11;  26;lokalne;2,41737e-13;  -7,15717e-18;  12;lokalne
71;-84;-2,16731;10,1076;21;0,000202718;  8,21888e-13;  30;lokalne;1,87464e-12;  -7,15717e-18;  12;lokalne
72;13;-2,29511;-0,300099;8;-0,308662;  1,90544e-06;  22;lokalne;1,39616e-13;  -7,15717e-18;  5;lokalne
73;-10;0,0567859;1,5653;6;0,0632603;  8,00372e-08;  22;lokalne;5,84293e-14;  -7,15717e-18;  5;lokalne
74;-51;2,80632;10,8773;18;2,8145;  0,000158428;  28;lokalne;-6,11982e-09;  -7,15642e-18;  5;lokalne
75;73;61,4347;62,9432;6;62,749;  -0,921148;  22;globalne;62,7482;  -0,921148;  16;globalne
76;-88;6,10759;20,2237;22;6,11643;  0,000748214;  30;lokalne;2,76036e-05;  1,5232e-14;  5;lokalne
77;0;-5;5;0;0,00313087;  1,96047e-10;  30;lokalne;2,24821e-13;  -7,15717e-18;  10;lokalne
78;70;61,255;62,3956;4;62,3877;  -0,919201;  20;globalne;62,7711;  -0,92114;  5;globalne
79;-51;2,80632;10,8773;18;2,8145;  0,000158428;  28;lokalne;-6,11982e-09;  -7,15642e-18;  5;lokalne
80;-58;3,87727;13,1589;19;3,88667;  0,000302124;  28;lokalne;-3,29015e-08;  -7,13552e-18;  5;lokalne
81;44;61,5894;64,2278;10;62,7511;  -0,921148;  24;globalne;62,7482;  -0,921148;  16;globalne
82;36;-4,68531;0,621471;15;0,00379686;  2,88323e-10;  26;lokalne;2,77276e-13;  -7,15717e-18;  12;lokalne
83;46;63,5894;66,2278;10;63,5964;  -0,910378;  24;globalne;62,4764;  -0,92004;  5;globalne
84;4;-1,75;-1;1;-1,00843;  2,03385e-05;  18;lokalne;1,12436e-13;  -7,15717e-18;  5;lokalne
85;-85;-3,16731;9,10759;21;-0,000587892;  6,91232e-12;  30;lokalne;1,13308e-12;  -7,15717e-18;  12;lokalne
86;94;58,6215;63,2361;14;62,7519;  -0,921148;  26;globalne;62,7482;  -0,921148;  24;globalne
87;93;57,6215;62,2361;14;62,2285;  -0,917105;  26;globalne;63,444;  -0,913891;  5;globalne
88;-59;2,87727;12,1589;19;2,88667;  0,000166657;  28;lokalne;-1,41338e-08;  -7,15317e-18;  5;lokalne
89;-25;-1,73804;1,75125;12;0,00197604;  7,8095e-11;  24;lokalne;2,2526e-13;  -7,15717e-18;  12;lokalne
90;26;-4,76394;-0,751251;13;-0,757829;  1,14861e-05;  26;lokalne;5,97385e-14;  -7,15717e-18;  5;lokalne
91;-46;0,788104;7,80632;17;0,795215;  1,26473e-05;  28;lokalne;-2,39213e-10;  -7,15716e-18;  5;lokalne
92;56;62,6125;63,6044;3;62,7503;  -0,921148;  20;globalne;62,7482;  -0,921148;  18;globalne
93;18;-2,22779;0,410619;10;-0,00228869;  1,04762e-10;  24;lokalne;2,43361e-13;  -7,15717e-18;  10;lokalne
94;53;63,0568;64,5653;6;63,0633;  -0,919658;  22;globalne;62,7216;  -0,921138;  5;globalne
95;-15;0,295114;2,58938;9;0,304961;  1,86002e-06;  22;lokalne;-8,3136e-13;  -7,15717e-18;  5;lokalne
96;0;-5;5;0;0,00313087;  1,96047e-10;  30;lokalne;2,24821e-13;  -7,15717e-18;  10;lokalne
97;81;60,7722;63,4106;10;62,7458;  -0,921148;  24;globalne;62,7482;  -0,921148;  20;globalne
98;44;61,5894;64,2278;10;62,7511;  -0,921148;  24;globalne;62,7482;  -0,921148;  16;globalne
99;25;-1,75125;1,73804;12;-0,00197604;  7,8095e-11;  24;lokalne;2,26007e-13;  -7,15717e-18;  12;lokalne
100;80;59,7722;62,4106;10;62,4036;  -0,919369;  24;globalne;62,872;  -0,920918;  5;globalne
