t(s); V(A); V(B); temp(B);
637; 0,992881; 2,23818; 44,6945; 
638; 0,989007; 2,2371; 44,6713; 
639; 0,98514; 2,23601; 44,6481; 
640; 0,98128; 2,23492; 44,6248; 
641; 0,977429; 2,23382; 44,6015; 
642; 0,973585; 2,23272; 44,5782; 
643; 0,969748; 2,23162; 44,5548; 
644; 0,965919; 2,23051; 44,5314; 
645; 0,962098; 2,2294; 44,5079; 
646; 0,958284; 2,22828; 44,4844; 
647; 0,954477; 2,22716; 44,4609; 
648; 0,950679; 2,22604; 44,4374; 
649; 0,946888; 2,22491; 44,4138; 
650; 0,943104; 2,22378; 44,3901; 
651; 0,939328; 2,22265; 44,3664; 
652; 0,93556; 2,22151; 44,3427; 
653; 0,931799; 2,22037; 44,319; 
654; 0,928046; 2,21922; 44,2952; 
655; 0,9243; 2,21807; 44,2714; 
656; 0,920562; 2,21692; 44,2475; 
657; 0,916831; 2,21576; 44,2236; 
658; 0,913108; 2,2146; 44,1996; 
659; 0,909393; 2,21344; 44,1757; 
660; 0,905685; 2,21227; 44,1516; 
661; 0,901985; 2,2111; 44,1276; 
662; 0,898292; 2,20992; 44,1035; 
663; 0,894607; 2,20874; 44,0794; 
664; 0,89093; 2,20756; 44,0552; 
665; 0,88726; 2,20638; 44,031; 
666; 0,883598; 2,20519; 44,0068; 
667; 0,879943; 2,20399; 43,9825; 
668; 0,876296; 2,2028; 43,9581; 
669; 0,872656; 2,2016; 43,9338; 
670; 0,869024; 2,20039; 43,9094; 
671; 0,865399; 2,19918; 43,885; 
672; 0,861782; 2,19797; 43,8605; 
673; 0,858173; 2,19676; 43,836; 
674; 0,854571; 2,19554; 43,8114; 
675; 0,850977; 2,19432; 43,7868; 
676; 0,847391; 2,1931; 43,7622; 
677; 0,843812; 2,19187; 43,7376; 
678; 0,84024; 2,19064; 43,7129; 
679; 0,836676; 2,1894; 43,6881; 
680; 0,83312; 2,18816; 43,6633; 
681; 0,829571; 2,18692; 43,6385; 
682; 0,82603; 2,18568; 43,6137; 
683; 0,822496; 2,18443; 43,5888; 
684; 0,81897; 2,18318; 43,5638; 
685; 0,815452; 2,18192; 43,5389; 
686; 0,811941; 2,18066; 43,5139; 
687; 0,808438; 2,1794; 43,4888; 
688; 0,804942; 2,17814; 43,4637; 
689; 0,801454; 2,17687; 43,4386; 
690; 0,797973; 2,1756; 43,4135; 
691; 0,7945; 2,17432; 43,3883; 
692; 0,791035; 2,17305; 43,363; 
693; 0,787577; 2,17176; 43,3378; 
694; 0,784127; 2,17048; 43,3124; 
695; 0,780684; 2,16919; 43,2871; 
696; 0,777249; 2,1679; 43,2617; 
697; 0,773821; 2,16661; 43,2363; 
698; 0,770401; 2,16531; 43,2108; 
699; 0,766989; 2,16401; 43,1853; 
700; 0,763584; 2,16271; 43,1598; 
701; 0,760187; 2,1614; 43,1342; 
702; 0,756797; 2,16009; 43,1085; 
703; 0,753415; 2,15878; 43,0829; 
704; 0,750041; 2,15746; 43,0572; 
705; 0,746674; 2,15614; 43,0315; 
706; 0,743314; 2,15482; 43,0057; 
707; 0,739962; 2,15349; 42,9799; 
708; 0,736618; 2,15217; 42,954; 
709; 0,733281; 2,15084; 42,9281; 
710; 0,729952; 2,1495; 42,9022; 
711; 0,726631; 2,14816; 42,8762; 
712; 0,723317; 2,14682; 42,8502; 
713; 0,720011; 2,14548; 42,8242; 
714; 0,716712; 2,14413; 42,7981; 
715; 0,713421; 2,14278; 42,7719; 
716; 0,710137; 2,14143; 42,7458; 
717; 0,706861; 2,14008; 42,7196; 
718; 0,703592; 2,13872; 42,6933; 
719; 0,700331; 2,13736; 42,6671; 
720; 0,697078; 2,13599; 42,6407; 
721; 0,693832; 2,13463; 42,6144; 
722; 0,690594; 2,13326; 42,588; 
723; 0,687363; 2,13188; 42,5615; 
724; 0,68414; 2,13051; 42,5351; 
725; 0,680925; 2,12913; 42,5085; 
726; 0,677717; 2,12775; 42,482; 
727; 0,674517; 2,12636; 42,4554; 
728; 0,671324; 2,12498; 42,4288; 
729; 0,668139; 2,12359; 42,4021; 
730; 0,664961; 2,1222; 42,3754; 
731; 0,661791; 2,1208; 42,3486; 
732; 0,658629; 2,1194; 42,3218; 
733; 0,655474; 2,118; 42,295; 
734; 0,652326; 2,1166; 42,2681; 
735; 0,649187; 2,11519; 42,2412; 
736; 0,646055; 2,11378; 42,2143; 
737; 0,64293; 2,11237; 42,1873; 
738; 0,639813; 2,11096; 42,1602; 
739; 0,636704; 2,10954; 42,1332; 
740; 0,633602; 2,10812; 42,1061; 
741; 0,630507; 2,1067; 42,0789; 
742; 0,627421; 2,10527; 42,0517; 
743; 0,624342; 2,10384; 42,0245; 
744; 0,62127; 2,10241; 41,9972; 
745; 0,618206; 2,10098; 41,9699; 
746; 0,61515; 2,09954; 41,9426; 
747; 0,612101; 2,0981; 41,9152; 
748; 0,609059; 2,09666; 41,8878; 
749; 0,606026; 2,09522; 41,8603; 
750; 0,603; 2,09377; 41,8328; 
751; 0,599981; 2,09232; 41,8052; 
752; 0,59697; 2,09087; 41,7776; 
753; 0,593967; 2,08942; 41,75; 
754; 0,590971; 2,08796; 41,7223; 
755; 0,587983; 2,0865; 41,6946; 
756; 0,585002; 2,08504; 41,6669; 
757; 0,582029; 2,08358; 41,6391; 
758; 0,579063; 2,08211; 41,6113; 
759; 0,576105; 2,08064; 41,5834; 
760; 0,573155; 2,07917; 41,5555; 
761; 0,570212; 2,0777; 41,5275; 
762; 0,567277; 2,07622; 41,4995; 
763; 0,564349; 2,07474; 41,4715; 
764; 0,561429; 2,07326; 41,4434; 
765; 0,558517; 2,07178; 41,4153; 
766; 0,555612; 2,07029; 41,3872; 
767; 0,552714; 2,0688; 41,359; 
768; 0,549825; 2,06731; 41,3307; 
769; 0,546942; 2,06582; 41,3024; 
770; 0,544068; 2,06432; 41,2741; 
771; 0,541201; 2,06282; 41,2458; 
772; 0,538341; 2,06132; 41,2174; 
773; 0,535489; 2,05982; 41,1889; 
774; 0,532645; 2,05832; 41,1604; 
775; 0,529808; 2,05681; 41,1319; 
776; 0,526979; 2,0553; 41,1033; 
777; 0,524157; 2,05379; 41,0747; 
778; 0,521343; 2,05227; 41,0461; 
779; 0,518537; 2,05076; 41,0174; 
780; 0,515738; 2,04924; 40,9887; 
781; 0,512947; 2,04772; 40,9599; 
782; 0,510163; 2,04619; 40,9311; 
783; 0,507387; 2,04467; 40,9022; 
784; 0,504618; 2,04314; 40,8733; 
785; 0,501857; 2,04161; 40,8444; 
786; 0,499104; 2,04008; 40,8154; 
787; 0,496358; 2,03854; 40,7864; 
788; 0,493619; 2,03701; 40,7573; 
789; 0,490889; 2,03547; 40,7282; 
790; 0,488166; 2,03393; 40,6991; 
791; 0,48545; 2,03238; 40,6699; 
792; 0,482742; 2,03084; 40,6406; 
793; 0,480042; 2,02929; 40,6114; 
794; 0,477349; 2,02774; 40,5821; 
795; 0,474663; 2,02619; 40,5527; 
796; 0,471986; 2,02463; 40,5233; 
797; 0,469316; 2,02308; 40,4939; 
798; 0,466653; 2,02152; 40,4644; 
799; 0,463998; 2,01996; 40,4348; 
800; 0,461351; 2,0184; 40,4053; 
801; 0,458711; 2,01683; 40,3757; 
802; 0,456079; 2,01527; 40,346; 
803; 0,453454; 2,0137; 40,3163; 
804; 0,450837; 2,01213; 40,2866; 
805; 0,448227; 2,01055; 40,2568; 
806; 0,445625; 2,00898; 40,227; 
807; 0,443031; 2,0074; 40,1971; 
808; 0,440444; 2,00582; 40,1672; 
809; 0,437865; 2,00424; 40,1372; 
810; 0,435293; 2,00266; 40,1072; 
811; 0,432729; 2,00108; 40,0772; 
812; 0,430173; 1,99949; 40,0471; 
813; 0,427624; 1,9979; 40,017; 
814; 0,425082; 1,99631; 39,9868; 
815; 0,422548; 1,99472; 39,9566; 
816; 0,420022; 1,99312; 39,9264; 
817; 0,417504; 1,99153; 39,8961; 
818; 0,414992; 1,98993; 39,8657; 
819; 0,412489; 1,98833; 39,8353; 
820; 0,409993; 1,98673; 39,8049; 
821; 0,407505; 1,98512; 39,7744; 
822; 0,405024; 1,98352; 39,7439; 
823; 0,402551; 1,98191; 39,7134; 
824; 0,400085; 1,9803; 39,6828; 
825; 0,397627; 1,97869; 39,6521; 
826; 0,395177; 1,97708; 39,6214; 
827; 0,392734; 1,97546; 39,5907; 
828; 0,390298; 1,97384; 39,5599; 
829; 0,387871; 1,97222; 39,5291; 
830; 0,38545; 1,9706; 39,4982; 
831; 0,383038; 1,96898; 39,4673; 
832; 0,380633; 1,96736; 39,4364; 
833; 0,378235; 1,96573; 39,4054; 
834; 0,375845; 1,9641; 39,3743; 
835; 0,373463; 1,96247; 39,3432; 
836; 0,371088; 1,96084; 39,3121; 
837; 0,368721; 1,95921; 39,2809; 
838; 0,366362; 1,95758; 39,2497; 
839; 0,36401; 1,95594; 39,2184; 
840; 0,361665; 1,9543; 39,1871; 
841; 0,359328; 1,95266; 39,1558; 
842; 0,356999; 1,95102; 39,1244; 
843; 0,354677; 1,94938; 39,0929; 
844; 0,352363; 1,94773; 39,0614; 
845; 0,350057; 1,94609; 39,0299; 
846; 0,347758; 1,94444; 38,9983; 
847; 0,345466; 1,94279; 38,9667; 
848; 0,343182; 1,94114; 38,935; 
849; 0,340906; 1,93948; 38,9033; 
850; 0,338637; 1,93783; 38,8716; 
851; 0,336376; 1,93617; 38,8398; 
852; 0,334123; 1,93451; 38,8079; 
853; 0,331877; 1,93285; 38,776; 
854; 0,329638; 1,93119; 38,7441; 
855; 0,327407; 1,92953; 38,7121; 
856; 0,325184; 1,92786; 38,68; 
857; 0,322968; 1,9262; 38,648; 
858; 0,32076; 1,92453; 38,6158; 
859; 0,31856; 1,92286; 38,5837; 
860; 0,316367; 1,92119; 38,5515; 
861; 0,314181; 1,91952; 38,5192; 
862; 0,312004; 1,91784; 38,4869; 
863; 0,309833; 1,91617; 38,4545; 
864; 0,307671; 1,91449; 38,4221; 
865; 0,305516; 1,91281; 38,3897; 
866; 0,303368; 1,91113; 38,3572; 
867; 0,301228; 1,90945; 38,3246; 
868; 0,299096; 1,90777; 38,2921; 
869; 0,296971; 1,90609; 38,2594; 
870; 0,294854; 1,9044; 38,2267; 
871; 0,292744; 1,90271; 38,194; 
872; 0,290642; 1,90102; 38,1612; 
873; 0,288548; 1,89933; 38,1284; 
874; 0,286461; 1,89764; 38,0956; 
875; 0,284381; 1,89595; 38,0626; 
876; 0,28231; 1,89425; 38,0297; 
877; 0,280245; 1,89256; 37,9967; 
878; 0,278189; 1,89086; 37,9636; 
879; 0,27614; 1,88916; 37,9305; 
880; 0,274098; 1,88746; 37,8974; 
881; 0,272064; 1,88576; 37,8642; 
882; 0,270038; 1,88406; 37,8309; 
883; 0,268019; 1,88235; 37,7976; 
884; 0,266008; 1,88065; 37,7643; 
885; 0,264005; 1,87894; 37,7309; 
886; 0,262009; 1,87723; 37,6975; 
887; 0,26002; 1,87552; 37,664; 
888; 0,258039; 1,87381; 37,6304; 
889; 0,256066; 1,8721; 37,5969; 
890; 0,2541; 1,87039; 37,5632; 
891; 0,252142; 1,86867; 37,5295; 
892; 0,250191; 1,86696; 37,4958; 
893; 0,248248; 1,86524; 37,462; 
894; 0,246313; 1,86352; 37,4282; 
895; 0,244385; 1,8618; 37,3944; 
896; 0,242465; 1,86008; 37,3604; 
897; 0,240552; 1,85836; 37,3265; 
898; 0,238647; 1,85663; 37,2924; 
899; 0,236749; 1,85491; 37,2584; 
900; 0,234859; 1,85318; 37,2243; 
901; 0,232977; 1,85145; 37,1901; 
902; 0,231102; 1,84972; 37,1559; 
903; 0,229235; 1,84799; 37,1216; 
904; 0,227375; 1,84626; 37,0873; 
905; 0,225523; 1,84453; 37,053; 
906; 0,223679; 1,8428; 37,0185; 
907; 0,221842; 1,84106; 36,9841; 
908; 0,220012; 1,83933; 36,9496; 
909; 0,21819; 1,83759; 36,915; 
910; 0,216376; 1,83585; 36,8804; 
911; 0,214569; 1,83411; 36,8458; 
912; 0,21277; 1,83237; 36,811; 
913; 0,210979; 1,83063; 36,7763; 
914; 0,209195; 1,82889; 36,7415; 
915; 0,207419; 1,82714; 36,7066; 
916; 0,20565; 1,8254; 36,6717; 
917; 0,203889; 1,82365; 36,6368; 
918; 0,202135; 1,8219; 36,6017; 
919; 0,200389; 1,82015; 36,5667; 
920; 0,19865; 1,8184; 36,5316; 
921; 0,196919; 1,81665; 36,4964; 
922; 0,195196; 1,8149; 36,4612; 
923; 0,19348; 1,81315; 36,4259; 
924; 0,191772; 1,8114; 36,3906; 
925; 0,190071; 1,80964; 36,3553; 
926; 0,188378; 1,80789; 36,3199; 
927; 0,186693; 1,80613; 36,2844; 
928; 0,185015; 1,80437; 36,2489; 
929; 0,183345; 1,80261; 36,2133; 
930; 0,181682; 1,80085; 36,1777; 
931; 0,180027; 1,79909; 36,142; 
932; 0,178379; 1,79733; 36,1063; 
933; 0,176739; 1,79556; 36,0705; 
934; 0,175107; 1,7938; 36,0347; 
935; 0,173482; 1,79204; 35,9988; 
936; 0,171864; 1,79027; 35,9629; 
937; 0,170255; 1,7885; 35,9269; 
938; 0,168652; 1,78673; 35,8909; 
939; 0,167058; 1,78497; 35,8548; 
940; 0,165471; 1,7832; 35,8186; 
941; 0,163891; 1,78142; 35,7825; 
942; 0,162319; 1,77965; 35,7462; 
943; 0,160755; 1,77788; 35,7099; 
944; 0,159198; 1,77611; 35,6736; 
945; 0,157649; 1,77433; 35,6372; 
946; 0,156108; 1,77256; 35,6007; 
947; 0,154574; 1,77078; 35,5642; 
948; 0,153047; 1,769; 35,5276; 
949; 0,151528; 1,76722; 35,491; 
950; 0,150017; 1,76545; 35,4544; 
951; 0,148513; 1,76367; 35,4176; 
952; 0,147017; 1,76188; 35,3809; 
953; 0,145529; 1,7601; 35,344; 
954; 0,144048; 1,75832; 35,3072; 
955; 0,142574; 1,75654; 35,2702; 
956; 0,141109; 1,75475; 35,2332; 
957; 0,13965; 1,75297; 35,1962; 
958; 0,1382; 1,75118; 35,1591; 
959; 0,136757; 1,7494; 35,122; 
960; 0,135321; 1,74761; 35,0848; 
961; 0,133893; 1,74582; 35,0475; 
962; 0,132473; 1,74403; 35,0102; 
963; 0,13106; 1,74224; 34,9728; 
964; 0,129655; 1,74045; 34,9354; 
965; 0,128257; 1,73866; 34,8979; 
966; 0,126867; 1,73687; 34,8604; 
967; 0,125484; 1,73507; 34,8228; 
968; 0,124109; 1,73328; 34,7852; 
969; 0,122742; 1,73148; 34,7475; 
970; 0,121382; 1,72969; 34,7097; 
971; 0,12003; 1,72789; 34,6719; 
972; 0,118685; 1,7261; 34,6341; 
973; 0,117348; 1,7243; 34,5961; 
974; 0,116019; 1,7225; 34,5582; 
975; 0,114697; 1,7207; 34,5201; 
976; 0,113383; 1,7189; 34,4821; 
977; 0,112076; 1,7171; 34,4439; 
978; 0,110777; 1,7153; 34,4057; 
979; 0,109485; 1,7135; 34,3675; 
980; 0,108201; 1,71169; 34,3292; 
981; 0,106924; 1,70989; 34,2908; 
982; 0,105655; 1,70809; 34,2524; 
983; 0,104394; 1,70628; 34,2139; 
984; 0,10314; 1,70448; 34,1754; 
985; 0,101894; 1,70267; 34,1368; 
986; 0,100656; 1,70087; 34,0981; 
987; 0,0994246; 1,69906; 34,0594; 
988; 0,0982011; 1,69725; 34,0207; 
989; 0,0969853; 1,69544; 33,9819; 
990; 0,0957769; 1,69363; 33,943; 
991; 0,0945762; 1,69182; 33,9041; 
992; 0,093383; 1,69001; 33,8651; 
993; 0,0921975; 1,6882; 33,826; 
994; 0,0910195; 1,68639; 33,7869; 
995; 0,089849; 1,68458; 33,7478; 
996; 0,0886862; 1,68277; 33,7086; 
997; 0,0875309; 1,68095; 33,6693; 
998; 0,0863831; 1,67914; 33,6299; 
999; 0,085243; 1,67732; 33,5905; 
1000; 0,0841104; 1,67551; 33,5511; 
1001; 0,0829854; 1,67369; 33,5116; 
1002; 0,081868; 1,67188; 33,472; 
1003; 0,0807582; 1,67006; 33,4324; 
1004; 0,0796559; 1,66824; 33,3927; 
1005; 0,0785612; 1,66642; 33,353; 
1006; 0,0774741; 1,66461; 33,3132; 
1007; 0,0763946; 1,66279; 33,2733; 
1008; 0,0753226; 1,66097; 33,2334; 
1009; 0,0742582; 1,65915; 33,1934; 
1010; 0,0732014; 1,65733; 33,1534; 
1011; 0,0721521; 1,65551; 33,1133; 
1012; 0,0711104; 1,65369; 33,0731; 
1013; 0,0700763; 1,65186; 33,0329; 
1014; 0,0690498; 1,65004; 32,9926; 
1015; 0,0680309; 1,64822; 32,9523; 
1016; 0,0670195; 1,64639; 32,9119; 
1017; 0,0660157; 1,64457; 32,8714; 
1018; 0,0650194; 1,64275; 32,8309; 
1019; 0,0640308; 1,64092; 32,7903; 
1020; 0,0630497; 1,6391; 32,7497; 
1021; 0,0620762; 1,63727; 32,709; 
1022; 0,0611103; 1,63545; 32,6682; 
1023; 0,0601519; 1,63362; 32,6274; 
1024; 0,0592011; 1,63179; 32,5865; 
1025; 0,0582579; 1,62996; 32,5456; 
1026; 0,0573223; 1,62814; 32,5046; 
1027; 0,0563942; 1,62631; 32,4635; 
1028; 0,0554737; 1,62448; 32,4224; 
1029; 0,0545608; 1,62265; 32,3812; 
1030; 0,0536555; 1,62082; 32,34; 
1031; 0,0527577; 1,61899; 32,2986; 
1032; 0,0518675; 1,61716; 32,2573; 
1033; 0,0509849; 1,61533; 32,2158; 
1034; 0,0501099; 1,6135; 32,1743; 
1035; 0,0492424; 1,61167; 32,1328; 
1036; 0,0483825; 1,60984; 32,0912; 
1037; 0,0475302; 1,60801; 32,0495; 
1038; 0,0466854; 1,60617; 32,0077; 
1039; 0,0458483; 1,60434; 31,9659; 
1040; 0,0450187; 1,60251; 31,924; 
1041; 0,0441966; 1,60067; 31,8821; 
1042; 0,0433822; 1,59884; 31,8401; 
1043; 0,0425753; 1,59701; 31,798; 
1044; 0,041776; 1,59517; 31,7559; 
1045; 0,0409843; 1,59334; 31,7137; 
1046; 0,0402001; 1,5915; 31,6715; 
1047; 0,0394236; 1,58967; 31,6292; 
1048; 0,0386545; 1,58783; 31,5868; 
1049; 0,0378931; 1,586; 31,5443; 
1050; 0,0371393; 1,58416; 31,5018; 
1051; 0,036393; 1,58232; 31,4593; 
1052; 0,0356543; 1,58049; 31,4166; 
1053; 0,0349231; 1,57865; 31,3739; 
1054; 0,0341996; 1,57681; 31,3312; 
1055; 0,0334836; 1,57497; 31,2883; 
1056; 0,0327752; 1,57314; 31,2454; 
1057; 0,0320744; 1,5713; 31,2025; 
1058; 0,0313811; 1,56946; 31,1594; 
1059; 0,0306954; 1,56762; 31,1164; 
1060; 0,0300173; 1,56578; 31,0732; 
1061; 0,0293468; 1,56394; 31,03; 
1062; 0,0286838; 1,56211; 30,9867; 
1063; 0,0280284; 1,56027; 30,9433; 
1064; 0,0273806; 1,55843; 30,8999; 
1065; 0,0267403; 1,55659; 30,8564; 
1066; 0,0261077; 1,55475; 30,8129; 
1067; 0,0254826; 1,55291; 30,7693; 
1068; 0,0248651; 1,55107; 30,7256; 
1069; 0,0242551; 1,54923; 30,6818; 
1070; 0,0236527; 1,54739; 30,638; 
1071; 0,023058; 1,54554; 30,5941; 
1072; 0,0224707; 1,5437; 30,5502; 
1073; 0,0218911; 1,54186; 30,5062; 
1074; 0,021319; 1,54002; 30,4621; 
1075; 0,0207545; 1,53818; 30,4179; 
1076; 0,0201976; 1,53634; 30,3737; 
1077; 0,0196482; 1,5345; 30,3294; 
1078; 0,0191065; 1,53265; 30,2851; 
1079; 0,0185723; 1,53081; 30,2406; 
1080; 0,0180456; 1,52897; 30,1961; 
1081; 0,0175266; 1,52713; 30,1516; 
1082; 0,0170151; 1,52528; 30,1069; 
1083; 0,0165112; 1,52344; 30,0622; 
1084; 0,0160149; 1,5216; 30,0175; 
1085; 0,0155261; 1,51976; 29,9726; 
1086; 0,0150449; 1,51791; 29,9277; 
1087; 0,0145713; 1,51607; 29,8828; 
1088; 0,0141053; 1,51423; 29,8377; 
1089; 0,0136468; 1,51238; 29,7926; 
1090; 0,0131959; 1,51054; 29,7474; 
1091; 0,0127526; 1,5087; 29,7022; 
1092; 0,0123169; 1,50685; 29,6569; 
1093; 0,0118887; 1,50501; 29,6115; 
1094; 0,0114681; 1,50317; 29,566; 
1095; 0,0110551; 1,50132; 29,5205; 
1096; 0,0106497; 1,49948; 29,4749; 
1097; 0,0102518; 1,49764; 29,4292; 
1098; 0,0098615; 1,49579; 29,3835; 
1099; 0,00947879; 1,49395; 29,3377; 
1100; 0,00910364; 1,49211; 29,2918; 
1101; 0,00873607; 1,49026; 29,2458; 
1102; 0,00837608; 1,48842; 29,1998; 
1103; 0,00802365; 1,48657; 29,1537; 
1104; 0,00767881; 1,48473; 29,1075; 
1105; 0,00734153; 1,48289; 29,0613; 
1106; 0,00701184; 1,48104; 29,015; 
1107; 0,00668971; 1,4792; 28,9686; 
1108; 0,00637516; 1,47735; 28,9221; 
1109; 0,00606818; 1,47551; 28,8756; 
1110; 0,00576878; 1,47367; 28,829; 
1111; 0,00547696; 1,47182; 28,7823; 
1112; 0,0051927; 1,46998; 28,7356; 
1113; 0,00491602; 1,46814; 28,6888; 
1114; 0,00464692; 1,46629; 28,6419; 
1115; 0,00438539; 1,46445; 28,5949; 
1116; 0,00413143; 1,4626; 28,5479; 
1117; 0,00388505; 1,46076; 28,5007; 
1118; 0,00364624; 1,45892; 28,4536; 
1119; 0,00341501; 1,45707; 28,4063; 
1120; 0,00319135; 1,45523; 28,359; 
1121; 0,00297526; 1,45339; 28,3116; 
1122; 0,00276675; 1,45154; 28,2641; 
1123; 0,00256581; 1,4497; 28,2165; 
1124; 0,00237245; 1,44786; 28,1689; 
1125; 0,00218666; 1,44601; 28,1212; 
1126; 0,00200845; 1,44417; 28,0734; 
1127; 0,00183781; 1,44233; 28,0255; 
1128; 0,00167474; 1,44049; 27,9776; 
1129; 0,00151925; 1,43864; 27,9296; 
1130; 0,00137133; 1,4368; 27,8815; 
1131; 0,00123099; 1,43496; 27,8333; 
1132; 0,00109822; 1,43312; 27,7851; 
1133; 0,000973026; 1,43127; 27,7368; 
1134; 0,000855405; 1,42943; 27,6884; 
1135; 0,000745359; 1,42759; 27,6399; 
1136; 0,000642887; 1,42575; 27,5914; 
1137; 0,000547989; 1,42391; 27,5428; 
1138; 0,000460665; 1,42206; 27,4941; 
1139; 0,000380916; 1,42022; 27,4453; 
1140; 0,000308741; 1,41838; 27,3965; 
1141; 0,00024414; 1,41654; 27,3475; 
1142; 0,000187114; 1,4147; 27,2985; 
1143; 0,000137662; 1,41286; 27,2495; 
1144; 9,57845e-05; 1,41102; 27,2003; 
1145; 6,14821e-05; 1,40918; 27,1511; 
1146; 3,47562e-05; 1,40734; 27,1017; 
1147; 1,56124e-05; 1,4055; 27,0524; 
1148; 4,10295e-06; 1,40366; 27,0029; 
1149; -9,62959e-08; 1,40182; 26,9533; 
1150; -9,62959e-08; 1,39998; 26,9039; 
1151; -9,62959e-08; 1,39815; 26,8547; 
1152; -9,62959e-08; 1,39633; 26,8058; 
1153; -9,62959e-08; 1,39452; 26,7572; 
1154; -9,62959e-08; 1,39271; 26,7089; 
1155; -9,62959e-08; 1,39092; 26,6609; 
1156; -9,62959e-08; 1,38913; 26,6131; 
1157; -9,62959e-08; 1,38735; 26,5657; 
1158; -9,62959e-08; 1,38557; 26,5185; 
1159; -9,62959e-08; 1,3838; 26,4716; 
1160; -9,62959e-08; 1,38204; 26,4249; 
1161; -9,62959e-08; 1,38029; 26,3786; 
1162; -9,62959e-08; 1,37855; 26,3325; 
1163; -9,62959e-08; 1,37681; 26,2867; 
1164; -9,62959e-08; 1,37508; 26,2412; 
1165; -9,62959e-08; 1,37336; 26,1959; 
1166; -9,62959e-08; 1,37164; 26,151; 
1167; -9,62959e-08; 1,36993; 26,1063; 
1168; -9,62959e-08; 1,36823; 26,0618; 
1169; -9,62959e-08; 1,36654; 26,0177; 
1170; -9,62959e-08; 1,36485; 25,9737; 
1171; -9,62959e-08; 1,36317; 25,9301; 
1172; -9,62959e-08; 1,3615; 25,8867; 
1173; -9,62959e-08; 1,35984; 25,8436; 
1174; -9,62959e-08; 1,35818; 25,8008; 
1175; -9,62959e-08; 1,35653; 25,7582; 
1176; -9,62959e-08; 1,35488; 25,7159; 
1177; -9,62959e-08; 1,35325; 25,6738; 
1178; -9,62959e-08; 1,35162; 25,632; 
1179; -9,62959e-08; 1,35; 25,5905; 
1180; -9,62959e-08; 1,34838; 25,5492; 
1181; -9,62959e-08; 1,34677; 25,5082; 
1182; -9,62959e-08; 1,34517; 25,4674; 
1183; -9,62959e-08; 1,34358; 25,4269; 
1184; -9,62959e-08; 1,34199; 25,3866; 
1185; -9,62959e-08; 1,34041; 25,3466; 
1186; -9,62959e-08; 1,33883; 25,3069; 
1187; -9,62959e-08; 1,33727; 25,2674; 
1188; -9,62959e-08; 1,33571; 25,2281; 
1189; -9,62959e-08; 1,33415; 25,1891; 
1190; -9,62959e-08; 1,3326; 25,1503; 
1191; -9,62959e-08; 1,33106; 25,1118; 
1192; -9,62959e-08; 1,32953; 25,0735; 
1193; -9,62959e-08; 1,328; 25,0355; 
1194; -9,62959e-08; 1,32648; 24,9977; 
1195; -9,62959e-08; 1,32497; 24,9601; 
1196; -9,62959e-08; 1,32346; 24,9228; 
1197; -9,62959e-08; 1,32196; 24,8857; 
1198; -9,62959e-08; 1,32047; 24,8489; 
1199; -9,62959e-08; 1,31898; 24,8123; 
1200; -9,62959e-08; 1,3175; 24,7759; 
1201; -9,62959e-08; 1,31602; 24,7398; 
1202; -9,62959e-08; 1,31455; 24,7039; 
1203; -9,62959e-08; 1,31309; 24,6682; 
1204; -9,62959e-08; 1,31163; 24,6328; 
1205; -9,62959e-08; 1,31018; 24,5976; 
1206; -9,62959e-08; 1,30874; 24,5626; 
1207; -9,62959e-08; 1,3073; 24,5278; 
1208; -9,62959e-08; 1,30587; 24,4933; 
1209; -9,62959e-08; 1,30445; 24,459; 
1210; -9,62959e-08; 1,30303; 24,4249; 
1211; -9,62959e-08; 1,30162; 24,3911; 
1212; -9,62959e-08; 1,30021; 24,3575; 
1213; -9,62959e-08; 1,29881; 24,3241; 
1214; -9,62959e-08; 1,29742; 24,2909; 
1215; -9,62959e-08; 1,29603; 24,2579; 
1216; -9,62959e-08; 1,29465; 24,2252; 
1217; -9,62959e-08; 1,29328; 24,1927; 
1218; -9,62959e-08; 1,29191; 24,1603; 
1219; -9,62959e-08; 1,29054; 24,1282; 
1220; -9,62959e-08; 1,28919; 24,0964; 
1221; -9,62959e-08; 1,28784; 24,0647; 
1222; -9,62959e-08; 1,28649; 24,0332; 
1223; -9,62959e-08; 1,28515; 24,002; 
1224; -9,62959e-08; 1,28382; 23,971; 
1225; -9,62959e-08; 1,28249; 23,9401; 
1226; -9,62959e-08; 1,28117; 23,9095; 
1227; -9,62959e-08; 1,27985; 23,8791; 
1228; -9,62959e-08; 1,27854; 23,8489; 
1229; -9,62959e-08; 1,27724; 23,8189; 
1230; -9,62959e-08; 1,27594; 23,7891; 
1231; -9,62959e-08; 1,27465; 23,7595; 
1232; -9,62959e-08; 1,27336; 23,7301; 
1233; -9,62959e-08; 1,27208; 23,7009; 
1234; -9,62959e-08; 1,2708; 23,6719; 
1235; -9,62959e-08; 1,26953; 23,6431; 
1236; -9,62959e-08; 1,26827; 23,6145; 
1237; -9,62959e-08; 1,26701; 23,5861; 
1238; -9,62959e-08; 1,26576; 23,5579; 
1239; -9,62959e-08; 1,26451; 23,5299; 
1240; -9,62959e-08; 1,26327; 23,5021; 
1241; -9,62959e-08; 1,26203; 23,4745; 
1242; -9,62959e-08; 1,2608; 23,447; 
