t(s); V(A); V(B); temp(B);
1243; -9,62959e-08; 1,25957; 23,4198; 
1244; -9,62959e-08; 1,25835; 23,3927; 
1245; -9,62959e-08; 1,25714; 23,3659; 
1246; -9,62959e-08; 1,25593; 23,3392; 
1247; -9,62959e-08; 1,25472; 23,3127; 
1248; -9,62959e-08; 1,25352; 23,2864; 
1249; -9,62959e-08; 1,25233; 23,2602; 
1250; -9,62959e-08; 1,25114; 23,2343; 
1251; -9,62959e-08; 1,24996; 23,2085; 
1252; -9,62959e-08; 1,24878; 23,183; 
1253; -9,62959e-08; 1,24761; 23,1576; 
1254; -9,62959e-08; 1,24644; 23,1323; 
1255; -9,62959e-08; 1,24528; 23,1073; 
1256; -9,62959e-08; 1,24412; 23,0824; 
1257; -9,62959e-08; 1,24297; 23,0578; 
1258; -9,62959e-08; 1,24183; 23,0332; 
1259; -9,62959e-08; 1,24069; 23,0089; 
1260; -9,62959e-08; 1,23955; 22,9847; 
1261; -9,62959e-08; 1,23842; 22,9607; 
1262; -9,62959e-08; 1,23729; 22,9369; 
1263; -9,62959e-08; 1,23617; 22,9133; 
1264; -9,62959e-08; 1,23506; 22,8898; 
1265; -9,62959e-08; 1,23395; 22,8665; 
1266; -9,62959e-08; 1,23284; 22,8433; 
1267; -9,62959e-08; 1,23174; 22,8203; 
1268; -9,62959e-08; 1,23064; 22,7975; 
1269; -9,62959e-08; 1,22955; 22,7749; 
1270; -9,62959e-08; 1,22847; 22,7524; 
1271; -9,62959e-08; 1,22738; 22,7301; 
1272; -9,62959e-08; 1,22631; 22,7079; 
1273; -9,62959e-08; 1,22524; 22,6859; 
1274; -9,62959e-08; 1,22417; 22,6641; 
1275; -9,62959e-08; 1,22311; 22,6424; 
1276; -9,62959e-08; 1,22205; 22,6209; 
1277; -9,62959e-08; 1,221; 22,5995; 
1278; -9,62959e-08; 1,21995; 22,5783; 
1279; -9,62959e-08; 1,21891; 22,5572; 
1280; -9,62959e-08; 1,21787; 22,5363; 
1281; -9,62959e-08; 1,21684; 22,5156; 
1282; -9,62959e-08; 1,21581; 22,495; 
1283; -9,62959e-08; 1,21478; 22,4745; 
1284; -9,62959e-08; 1,21377; 22,4542; 
1285; -9,62959e-08; 1,21275; 22,4341; 
1286; -9,62959e-08; 1,21174; 22,4141; 
1287; -9,62959e-08; 1,21073; 22,3942; 
1288; -9,62959e-08; 1,20973; 22,3745; 
1289; -9,62959e-08; 1,20874; 22,355; 
1290; -9,62959e-08; 1,20775; 22,3356; 
1291; -9,62959e-08; 1,20676; 22,3163; 
1292; -9,62959e-08; 1,20577; 22,2972; 
1293; -9,62959e-08; 1,2048; 22,2782; 
1294; -9,62959e-08; 1,20382; 22,2594; 
1295; -9,62959e-08; 1,20285; 22,2407; 
1296; -9,62959e-08; 1,20189; 22,2221; 
1297; -9,62959e-08; 1,20093; 22,2037; 
1298; -9,62959e-08; 1,19997; 22,1854; 
1299; -9,62959e-08; 1,19902; 22,1673; 
1300; -9,62959e-08; 1,19807; 22,1493; 
1301; -9,62959e-08; 1,19713; 22,1314; 
1302; -9,62959e-08; 1,19619; 22,1136; 
1303; -9,62959e-08; 1,19525; 22,096; 
1304; -9,62959e-08; 1,19432; 22,0786; 
1305; -9,62959e-08; 1,1934; 22,0612; 
1306; -9,62959e-08; 1,19247; 22,044; 
1307; -9,62959e-08; 1,19156; 22,027; 
1308; -9,62959e-08; 1,19064; 22,01; 
1309; -9,62959e-08; 1,18973; 21,9932; 
1310; -9,62959e-08; 1,18883; 21,9765; 
1311; -9,62959e-08; 1,18793; 21,9599; 
1312; -9,62959e-08; 1,18703; 21,9435; 
1313; -9,62959e-08; 1,18614; 21,9272; 
1314; -9,62959e-08; 1,18525; 21,911; 
1315; -9,62959e-08; 1,18436; 21,8949; 
1316; -9,62959e-08; 1,18348; 21,879; 
1317; -9,62959e-08; 1,1826; 21,8632; 
1318; -9,62959e-08; 1,18173; 21,8475; 
1319; -9,62959e-08; 1,18086; 21,8319; 
1320; -9,62959e-08; 1,18; 21,8165; 
1321; -9,62959e-08; 1,17914; 21,8011; 
1322; -9,62959e-08; 1,17828; 21,7859; 
1323; -9,62959e-08; 1,17743; 21,7708; 
1324; -9,62959e-08; 1,17658; 21,7558; 
1325; -9,62959e-08; 1,17573; 21,741; 
1326; -9,62959e-08; 1,17489; 21,7262; 
1327; -9,62959e-08; 1,17405; 21,7116; 
1328; -9,62959e-08; 1,17322; 21,6971; 
1329; -9,62959e-08; 1,17239; 21,6827; 
1330; -9,62959e-08; 1,17157; 21,6684; 
1331; -9,62959e-08; 1,17074; 21,6542; 
1332; -9,62959e-08; 1,16993; 21,6401; 
1333; -9,62959e-08; 1,16911; 21,6261; 
1334; -9,62959e-08; 1,1683; 21,6123; 
1335; -9,62959e-08; 1,16749; 21,5985; 
1336; -9,62959e-08; 1,16669; 21,5849; 
1337; -9,62959e-08; 1,16589; 21,5714; 
1338; -9,62959e-08; 1,1651; 21,5579; 
1339; -9,62959e-08; 1,1643; 21,5446; 
1340; -9,62959e-08; 1,16351; 21,5314; 
1341; -9,62959e-08; 1,16273; 21,5183; 
1342; -9,62959e-08; 1,16195; 21,5053; 
1343; -9,62959e-08; 1,16117; 21,4924; 
1344; -9,62959e-08; 1,1604; 21,4796; 
1345; -9,62959e-08; 1,15963; 21,4669; 
1346; -9,62959e-08; 1,15886; 21,4543; 
1347; -9,62959e-08; 1,1581; 21,4418; 
1348; -9,62959e-08; 1,15734; 21,4294; 
1349; -9,62959e-08; 1,15658; 21,4171; 
1350; -9,62959e-08; 1,15583; 21,4049; 
1351; -9,62959e-08; 1,15508; 21,3928; 
1352; -9,62959e-08; 1,15433; 21,3808; 
1353; -9,62959e-08; 1,15359; 21,3689; 
1354; -9,62959e-08; 1,15285; 21,357; 
1355; -9,62959e-08; 1,15212; 21,3453; 
1356; -9,62959e-08; 1,15138; 21,3337; 
1357; -9,62959e-08; 1,15066; 21,3221; 
1358; -9,62959e-08; 1,14993; 21,3107; 
1359; -9,62959e-08; 1,14921; 21,2994; 
1360; -9,62959e-08; 1,14849; 21,2881; 
1361; -9,62959e-08; 1,14778; 21,2769; 
1362; -9,62959e-08; 1,14706; 21,2658; 
1363; -9,62959e-08; 1,14636; 21,2548; 
1364; -9,62959e-08; 1,14565; 21,2439; 
1365; -9,62959e-08; 1,14495; 21,2331; 
1366; -9,62959e-08; 1,14425; 21,2224; 
1367; -9,62959e-08; 1,14355; 21,2118; 
1368; -9,62959e-08; 1,14286; 21,2012; 
1369; -9,62959e-08; 1,14217; 21,1907; 
1370; -9,62959e-08; 1,14149; 21,1804; 
1371; -9,62959e-08; 1,14081; 21,1701; 
1372; -9,62959e-08; 1,14013; 21,1598; 
1373; -9,62959e-08; 1,13945; 21,1497; 
1374; -9,62959e-08; 1,13878; 21,1397; 
1375; -9,62959e-08; 1,13811; 21,1297; 
1376; -9,62959e-08; 1,13744; 21,1198; 
1377; -9,62959e-08; 1,13678; 21,11; 
1378; -9,62959e-08; 1,13612; 21,1003; 
1379; -9,62959e-08; 1,13546; 21,0906; 
1380; -9,62959e-08; 1,13481; 21,0811; 
1381; -9,62959e-08; 1,13415; 21,0716; 
1382; -9,62959e-08; 1,13351; 21,0622; 
1383; -9,62959e-08; 1,13286; 21,0528; 
1384; -9,62959e-08; 1,13222; 21,0436; 
1385; -9,62959e-08; 1,13158; 21,0344; 
1386; -9,62959e-08; 1,13094; 21,0253; 
1387; -9,62959e-08; 1,13031; 21,0163; 
1388; -9,62959e-08; 1,12968; 21,0073; 
1389; -9,62959e-08; 1,12905; 20,9984; 
1390; -9,62959e-08; 1,12843; 20,9896; 
1391; -9,62959e-08; 1,12781; 20,9809; 
1392; -9,62959e-08; 1,12719; 20,9722; 
1393; -9,62959e-08; 1,12657; 20,9637; 
1394; -9,62959e-08; 1,12596; 20,9551; 
1395; -9,62959e-08; 1,12535; 20,9467; 
1396; -9,62959e-08; 1,12475; 20,9383; 
1397; -9,62959e-08; 1,12414; 20,93; 
1398; -9,62959e-08; 1,12354; 20,9218; 
1399; -9,62959e-08; 1,12294; 20,9136; 
1400; -9,62959e-08; 1,12235; 20,9055; 
1401; -9,62959e-08; 1,12175; 20,8975; 
1402; -9,62959e-08; 1,12116; 20,8895; 
1403; -9,62959e-08; 1,12058; 20,8816; 
1404; -9,62959e-08; 1,11999; 20,8738; 
1405; -9,62959e-08; 1,11941; 20,866; 
1406; -9,62959e-08; 1,11883; 20,8583; 
1407; -9,62959e-08; 1,11826; 20,8506; 
1408; -9,62959e-08; 1,11768; 20,8431; 
1409; -9,62959e-08; 1,11711; 20,8356; 
1410; -9,62959e-08; 1,11654; 20,8281; 
1411; -9,62959e-08; 1,11598; 20,8207; 
1412; -9,62959e-08; 1,11542; 20,8134; 
1413; -9,62959e-08; 1,11486; 20,8061; 
1414; -9,62959e-08; 1,1143; 20,7989; 
1415; -9,62959e-08; 1,11374; 20,7918; 
1416; -9,62959e-08; 1,11319; 20,7847; 
1417; -9,62959e-08; 1,11264; 20,7777; 
1418; -9,62959e-08; 1,1121; 20,7707; 
1419; -9,62959e-08; 1,11155; 20,7638; 
1420; -9,62959e-08; 1,11101; 20,757; 
1421; -9,62959e-08; 1,11047; 20,7502; 
1422; -9,62959e-08; 1,10993; 20,7435; 
1423; -9,62959e-08; 1,1094; 20,7368; 
1424; -9,62959e-08; 1,10887; 20,7302; 
1425; -9,62959e-08; 1,10834; 20,7236; 
1426; -9,62959e-08; 1,10781; 20,7171; 
1427; -9,62959e-08; 1,10729; 20,7107; 
1428; -9,62959e-08; 1,10677; 20,7043; 
1429; -9,62959e-08; 1,10625; 20,698; 
1430; -9,62959e-08; 1,10573; 20,6917; 
1431; -9,62959e-08; 1,10522; 20,6855; 
1432; -9,62959e-08; 1,10471; 20,6793; 
1433; -9,62959e-08; 1,1042; 20,6732; 
1434; -9,62959e-08; 1,10369; 20,6671; 
1435; -9,62959e-08; 1,10318; 20,6611; 
1436; -9,62959e-08; 1,10268; 20,6551; 
1437; -9,62959e-08; 1,10218; 20,6492; 
1438; -9,62959e-08; 1,10169; 20,6433; 
1439; -9,62959e-08; 1,10119; 20,6375; 
1440; -9,62959e-08; 1,1007; 20,6317; 
1441; -9,62959e-08; 1,10021; 20,626; 
1442; -9,62959e-08; 1,09972; 20,6204; 
1443; -9,62959e-08; 1,09923; 20,6148; 
1444; -9,62959e-08; 1,09875; 20,6092; 
1445; -9,62959e-08; 1,09827; 20,6037; 
1446; -9,62959e-08; 1,09779; 20,5982; 
1447; -9,62959e-08; 1,09732; 20,5928; 
1448; -9,62959e-08; 1,09684; 20,5874; 
1449; -9,62959e-08; 1,09637; 20,5821; 
1450; -9,62959e-08; 1,0959; 20,5768; 
1451; -9,62959e-08; 1,09543; 20,5715; 
1452; -9,62959e-08; 1,09497; 20,5663; 
1453; -9,62959e-08; 1,0945; 20,5612; 
1454; -9,62959e-08; 1,09404; 20,5561; 
1455; -9,62959e-08; 1,09358; 20,551; 
1456; -9,62959e-08; 1,09313; 20,546; 
1457; -9,62959e-08; 1,09267; 20,541; 
1458; -9,62959e-08; 1,09222; 20,5361; 
1459; -9,62959e-08; 1,09177; 20,5312; 
1460; -9,62959e-08; 1,09132; 20,5264; 
1461; -9,62959e-08; 1,09088; 20,5216; 
1462; -9,62959e-08; 1,09044; 20,5168; 
1463; -9,62959e-08; 1,08999; 20,5121; 
1464; -9,62959e-08; 1,08956; 20,5074; 
1465; -9,62959e-08; 1,08912; 20,5028; 
1466; -9,62959e-08; 1,08868; 20,4982; 
1467; -9,62959e-08; 1,08825; 20,4936; 
1468; -9,62959e-08; 1,08782; 20,4891; 
1469; -9,62959e-08; 1,08739; 20,4846; 
1470; -9,62959e-08; 1,08696; 20,4802; 
1471; -9,62959e-08; 1,08654; 20,4758; 
1472; -9,62959e-08; 1,08612; 20,4714; 
1473; -9,62959e-08; 1,0857; 20,4671; 
1474; -9,62959e-08; 1,08528; 20,4628; 
1475; -9,62959e-08; 1,08486; 20,4586; 
1476; -9,62959e-08; 1,08445; 20,4544; 
1477; -9,62959e-08; 1,08403; 20,4502; 
1478; -9,62959e-08; 1,08362; 20,4461; 
1479; -9,62959e-08; 1,08321; 20,442; 
1480; -9,62959e-08; 1,08281; 20,4379; 
1481; -9,62959e-08; 1,0824; 20,4339; 
1482; -9,62959e-08; 1,082; 20,4299; 
1483; -9,62959e-08; 1,0816; 20,4259; 
1484; -9,62959e-08; 1,0812; 20,422; 
1485; -9,62959e-08; 1,0808; 20,4181; 
1486; -9,62959e-08; 1,08041; 20,4143; 
1487; -9,62959e-08; 1,08001; 20,4105; 
1488; -9,62959e-08; 1,07962; 20,4067; 
1489; -9,62959e-08; 1,07923; 20,4029; 
1490; -9,62959e-08; 1,07884; 20,3992; 
1491; -9,62959e-08; 1,07846; 20,3955; 
1492; -9,62959e-08; 1,07808; 20,3919; 
1493; -9,62959e-08; 1,07769; 20,3883; 
1494; -9,62959e-08; 1,07731; 20,3847; 
1495; -9,62959e-08; 1,07693; 20,3811; 
1496; -9,62959e-08; 1,07656; 20,3776; 
1497; -9,62959e-08; 1,07618; 20,3741; 
1498; -9,62959e-08; 1,07581; 20,3706; 
1499; -9,62959e-08; 1,07544; 20,3672; 
1500; -9,62959e-08; 1,07507; 20,3638; 
1501; -9,62959e-08; 1,0747; 20,3604; 
1502; -9,62959e-08; 1,07434; 20,3571; 
1503; -9,62959e-08; 1,07397; 20,3538; 
1504; -9,62959e-08; 1,07361; 20,3505; 
1505; -9,62959e-08; 1,07325; 20,3473; 
1506; -9,62959e-08; 1,07289; 20,344; 
1507; -9,62959e-08; 1,07253; 20,3408; 
1508; -9,62959e-08; 1,07218; 20,3377; 
1509; -9,62959e-08; 1,07182; 20,3345; 
1510; -9,62959e-08; 1,07147; 20,3314; 
1511; -9,62959e-08; 1,07112; 20,3284; 
1512; -9,62959e-08; 1,07077; 20,3253; 
1513; -9,62959e-08; 1,07043; 20,3223; 
1514; -9,62959e-08; 1,07008; 20,3193; 
1515; -9,62959e-08; 1,06974; 20,3163; 
1516; -9,62959e-08; 1,06939; 20,3134; 
1517; -9,62959e-08; 1,06905; 20,3105; 
1518; -9,62959e-08; 1,06872; 20,3076; 
1519; -9,62959e-08; 1,06838; 20,3047; 
1520; -9,62959e-08; 1,06804; 20,3019; 
1521; -9,62959e-08; 1,06771; 20,299; 
1522; -9,62959e-08; 1,06738; 20,2963; 
1523; -9,62959e-08; 1,06705; 20,2935; 
1524; -9,62959e-08; 1,06672; 20,2908; 
1525; -9,62959e-08; 1,06639; 20,288; 
1526; -9,62959e-08; 1,06606; 20,2854; 
1527; -9,62959e-08; 1,06574; 20,2827; 
1528; -9,62959e-08; 1,06542; 20,2801; 
1529; -9,62959e-08; 1,0651; 20,2774; 
1530; -9,62959e-08; 1,06478; 20,2748; 
1531; -9,62959e-08; 1,06446; 20,2723; 
1532; -9,62959e-08; 1,06414; 20,2697; 
1533; -9,62959e-08; 1,06383; 20,2672; 
1534; -9,62959e-08; 1,06351; 20,2647; 
1535; -9,62959e-08; 1,0632; 20,2622; 
1536; -9,62959e-08; 1,06289; 20,2598; 
1537; -9,62959e-08; 1,06258; 20,2573; 
1538; -9,62959e-08; 1,06228; 20,2549; 
1539; -9,62959e-08; 1,06197; 20,2525; 
1540; -9,62959e-08; 1,06166; 20,2502; 
1541; -9,62959e-08; 1,06136; 20,2478; 
1542; -9,62959e-08; 1,06106; 20,2455; 
1543; -9,62959e-08; 1,06076; 20,2432; 
1544; -9,62959e-08; 1,06046; 20,2409; 
1545; -9,62959e-08; 1,06016; 20,2387; 
1546; -9,62959e-08; 1,05987; 20,2364; 
1547; -9,62959e-08; 1,05957; 20,2342; 
1548; -9,62959e-08; 1,05928; 20,232; 
1549; -9,62959e-08; 1,05899; 20,2298; 
1550; -9,62959e-08; 1,0587; 20,2277; 
1551; -9,62959e-08; 1,05841; 20,2255; 
1552; -9,62959e-08; 1,05812; 20,2234; 
1553; -9,62959e-08; 1,05784; 20,2213; 
1554; -9,62959e-08; 1,05755; 20,2192; 
1555; -9,62959e-08; 1,05727; 20,2171; 
1556; -9,62959e-08; 1,05699; 20,2151; 
1557; -9,62959e-08; 1,05671; 20,2131; 
1558; -9,62959e-08; 1,05643; 20,2111; 
1559; -9,62959e-08; 1,05615; 20,2091; 
1560; -9,62959e-08; 1,05588; 20,2071; 
1561; -9,62959e-08; 1,0556; 20,2052; 
1562; -9,62959e-08; 1,05533; 20,2032; 
1563; -9,62959e-08; 1,05506; 20,2013; 
1564; -9,62959e-08; 1,05478; 20,1994; 
1565; -9,62959e-08; 1,05452; 20,1975; 
1566; -9,62959e-08; 1,05425; 20,1957; 
1567; -9,62959e-08; 1,05398; 20,1938; 
1568; -9,62959e-08; 1,05371; 20,192; 
1569; -9,62959e-08; 1,05345; 20,1902; 
1570; -9,62959e-08; 1,05319; 20,1884; 
1571; -9,62959e-08; 1,05292; 20,1866; 
1572; -9,62959e-08; 1,05266; 20,1848; 
1573; -9,62959e-08; 1,05241; 20,1831; 
1574; -9,62959e-08; 1,05215; 20,1813; 
1575; -9,62959e-08; 1,05189; 20,1796; 
1576; -9,62959e-08; 1,05163; 20,1779; 
1577; -9,62959e-08; 1,05138; 20,1762; 
1578; -9,62959e-08; 1,05113; 20,1746; 
1579; -9,62959e-08; 1,05088; 20,1729; 
1580; -9,62959e-08; 1,05062; 20,1713; 
1581; -9,62959e-08; 1,05038; 20,1697; 
1582; -9,62959e-08; 1,05013; 20,1681; 
1583; -9,62959e-08; 1,04988; 20,1665; 
1584; -9,62959e-08; 1,04963; 20,1649; 
1585; -9,62959e-08; 1,04939; 20,1633; 
1586; -9,62959e-08; 1,04915; 20,1618; 
1587; -9,62959e-08; 1,0489; 20,1602; 
1588; -9,62959e-08; 1,04866; 20,1587; 
1589; -9,62959e-08; 1,04842; 20,1572; 
1590; -9,62959e-08; 1,04819; 20,1557; 
1591; -9,62959e-08; 1,04795; 20,1542; 
1592; -9,62959e-08; 1,04771; 20,1528; 
1593; -9,62959e-08; 1,04748; 20,1513; 
1594; -9,62959e-08; 1,04724; 20,1499; 
1595; -9,62959e-08; 1,04701; 20,1485; 
1596; -9,62959e-08; 1,04678; 20,147; 
1597; -9,62959e-08; 1,04655; 20,1457; 
1598; -9,62959e-08; 1,04632; 20,1443; 
1599; -9,62959e-08; 1,04609; 20,1429; 
1600; -9,62959e-08; 1,04586; 20,1415; 
1601; -9,62959e-08; 1,04564; 20,1402; 
1602; -9,62959e-08; 1,04541; 20,1389; 
1603; -9,62959e-08; 1,04519; 20,1375; 
1604; -9,62959e-08; 1,04496; 20,1362; 
1605; -9,62959e-08; 1,04474; 20,1349; 
1606; -9,62959e-08; 1,04452; 20,1336; 
1607; -9,62959e-08; 1,0443; 20,1324; 
1608; -9,62959e-08; 1,04408; 20,1311; 
1609; -9,62959e-08; 1,04387; 20,1299; 
1610; -9,62959e-08; 1,04365; 20,1286; 
1611; -9,62959e-08; 1,04343; 20,1274; 
1612; -9,62959e-08; 1,04322; 20,1262; 
1613; -9,62959e-08; 1,04301; 20,125; 
1614; -9,62959e-08; 1,04279; 20,1238; 
1615; -9,62959e-08; 1,04258; 20,1226; 
1616; -9,62959e-08; 1,04237; 20,1214; 
1617; -9,62959e-08; 1,04216; 20,1203; 
1618; -9,62959e-08; 1,04195; 20,1191; 
1619; -9,62959e-08; 1,04175; 20,118; 
1620; -9,62959e-08; 1,04154; 20,1169; 
1621; -9,62959e-08; 1,04134; 20,1157; 
1622; -9,62959e-08; 1,04113; 20,1146; 
1623; -9,62959e-08; 1,04093; 20,1135; 
1624; -9,62959e-08; 1,04073; 20,1124; 
1625; -9,62959e-08; 1,04053; 20,1114; 
1626; -9,62959e-08; 1,04033; 20,1103; 
1627; -9,62959e-08; 1,04013; 20,1093; 
1628; -9,62959e-08; 1,03993; 20,1082; 
1629; -9,62959e-08; 1,03973; 20,1072; 
1630; -9,62959e-08; 1,03954; 20,1061; 
1631; -9,62959e-08; 1,03934; 20,1051; 
1632; -9,62959e-08; 1,03915; 20,1041; 
1633; -9,62959e-08; 1,03895; 20,1031; 
1634; -9,62959e-08; 1,03876; 20,1021; 
1635; -9,62959e-08; 1,03857; 20,1012; 
1636; -9,62959e-08; 1,03838; 20,1002; 
1637; -9,62959e-08; 1,03819; 20,0992; 
1638; -9,62959e-08; 1,038; 20,0983; 
1639; -9,62959e-08; 1,03781; 20,0973; 
1640; -9,62959e-08; 1,03763; 20,0964; 
1641; -9,62959e-08; 1,03744; 20,0955; 
1642; -9,62959e-08; 1,03725; 20,0946; 
1643; -9,62959e-08; 1,03707; 20,0937; 
1644; -9,62959e-08; 1,03689; 20,0928; 
1645; -9,62959e-08; 1,0367; 20,0919; 
1646; -9,62959e-08; 1,03652; 20,091; 
1647; -9,62959e-08; 1,03634; 20,0901; 
1648; -9,62959e-08; 1,03616; 20,0892; 
1649; -9,62959e-08; 1,03598; 20,0884; 
1650; -9,62959e-08; 1,03581; 20,0875; 
1651; -9,62959e-08; 1,03563; 20,0867; 
1652; -9,62959e-08; 1,03545; 20,0859; 
1653; -9,62959e-08; 1,03528; 20,085; 
1654; -9,62959e-08; 1,0351; 20,0842; 
1655; -9,62959e-08; 1,03493; 20,0834; 
1656; -9,62959e-08; 1,03476; 20,0826; 
1657; -9,62959e-08; 1,03459; 20,0818; 
1658; -9,62959e-08; 1,03441; 20,081; 
1659; -9,62959e-08; 1,03424; 20,0802; 
1660; -9,62959e-08; 1,03407; 20,0795; 
1661; -9,62959e-08; 1,03391; 20,0787; 
1662; -9,62959e-08; 1,03374; 20,078; 
1663; -9,62959e-08; 1,03357; 20,0772; 
1664; -9,62959e-08; 1,03341; 20,0765; 
1665; -9,62959e-08; 1,03324; 20,0757; 
1666; -9,62959e-08; 1,03308; 20,075; 
1667; -9,62959e-08; 1,03291; 20,0743; 
1668; -9,62959e-08; 1,03275; 20,0736; 
1669; -9,62959e-08; 1,03259; 20,0728; 
1670; -9,62959e-08; 1,03243; 20,0721; 
1671; -9,62959e-08; 1,03227; 20,0714; 
1672; -9,62959e-08; 1,03211; 20,0708; 
1673; -9,62959e-08; 1,03195; 20,0701; 
1674; -9,62959e-08; 1,03179; 20,0694; 
1675; -9,62959e-08; 1,03163; 20,0687; 
1676; -9,62959e-08; 1,03148; 20,0681; 
1677; -9,62959e-08; 1,03132; 20,0674; 
1678; -9,62959e-08; 1,03116; 20,0668; 
1679; -9,62959e-08; 1,03101; 20,0661; 
1680; -9,62959e-08; 1,03086; 20,0655; 
1681; -9,62959e-08; 1,0307; 20,0648; 
1682; -9,62959e-08; 1,03055; 20,0642; 
1683; -9,62959e-08; 1,0304; 20,0636; 
1684; -9,62959e-08; 1,03025; 20,063; 
1685; -9,62959e-08; 1,0301; 20,0624; 
1686; -9,62959e-08; 1,02995; 20,0618; 
1687; -9,62959e-08; 1,0298; 20,0612; 
1688; -9,62959e-08; 1,02966; 20,0606; 
1689; -9,62959e-08; 1,02951; 20,06; 
1690; -9,62959e-08; 1,02936; 20,0594; 
1691; -9,62959e-08; 1,02922; 20,0588; 
1692; -9,62959e-08; 1,02907; 20,0583; 
1693; -9,62959e-08; 1,02893; 20,0577; 
1694; -9,62959e-08; 1,02879; 20,0572; 
1695; -9,62959e-08; 1,02864; 20,0566; 
1696; -9,62959e-08; 1,0285; 20,0561; 
1697; -9,62959e-08; 1,02836; 20,0555; 
1698; -9,62959e-08; 1,02822; 20,055; 
1699; -9,62959e-08; 1,02808; 20,0544; 
1700; -9,62959e-08; 1,02794; 20,0539; 
1701; -9,62959e-08; 1,0278; 20,0534; 
1702; -9,62959e-08; 1,02766; 20,0529; 
1703; -9,62959e-08; 1,02753; 20,0524; 
1704; -9,62959e-08; 1,02739; 20,0519; 
1705; -9,62959e-08; 1,02726; 20,0514; 
1706; -9,62959e-08; 1,02712; 20,0509; 
1707; -9,62959e-08; 1,02699; 20,0504; 
1708; -9,62959e-08; 1,02685; 20,0499; 
1709; -9,62959e-08; 1,02672; 20,0494; 
1710; -9,62959e-08; 1,02659; 20,0489; 
1711; -9,62959e-08; 1,02646; 20,0484; 
1712; -9,62959e-08; 1,02632; 20,048; 
1713; -9,62959e-08; 1,02619; 20,0475; 
1714; -9,62959e-08; 1,02606; 20,047; 
1715; -9,62959e-08; 1,02594; 20,0466; 
1716; -9,62959e-08; 1,02581; 20,0461; 
1717; -9,62959e-08; 1,02568; 20,0457; 
1718; -9,62959e-08; 1,02555; 20,0452; 
1719; -9,62959e-08; 1,02542; 20,0448; 
1720; -9,62959e-08; 1,0253; 20,0444; 
1721; -9,62959e-08; 1,02517; 20,0439; 
1722; -9,62959e-08; 1,02505; 20,0435; 
1723; -9,62959e-08; 1,02492; 20,0431; 
1724; -9,62959e-08; 1,0248; 20,0427; 
1725; -9,62959e-08; 1,02468; 20,0423; 
1726; -9,62959e-08; 1,02456; 20,0418; 
1727; -9,62959e-08; 1,02443; 20,0414; 
1728; -9,62959e-08; 1,02431; 20,041; 
1729; -9,62959e-08; 1,02419; 20,0406; 
1730; -9,62959e-08; 1,02407; 20,0402; 
1731; -9,62959e-08; 1,02395; 20,0399; 
1732; -9,62959e-08; 1,02383; 20,0395; 
1733; -9,62959e-08; 1,02372; 20,0391; 
1734; -9,62959e-08; 1,0236; 20,0387; 
1735; -9,62959e-08; 1,02348; 20,0383; 
1736; -9,62959e-08; 1,02337; 20,038; 
1737; -9,62959e-08; 1,02325; 20,0376; 
1738; -9,62959e-08; 1,02313; 20,0372; 
1739; -9,62959e-08; 1,02302; 20,0369; 
1740; -9,62959e-08; 1,02291; 20,0365; 
1741; -9,62959e-08; 1,02279; 20,0361; 
1742; -9,62959e-08; 1,02268; 20,0358; 
1743; -9,62959e-08; 1,02257; 20,0354; 
1744; -9,62959e-08; 1,02245; 20,0351; 
1745; -9,62959e-08; 1,02234; 20,0348; 
1746; -9,62959e-08; 1,02223; 20,0344; 
1747; -9,62959e-08; 1,02212; 20,0341; 
1748; -9,62959e-08; 1,02201; 20,0338; 
1749; -9,62959e-08; 1,0219; 20,0334; 
1750; -9,62959e-08; 1,02179; 20,0331; 
1751; -9,62959e-08; 1,02169; 20,0328; 
1752; -9,62959e-08; 1,02158; 20,0325; 
1753; -9,62959e-08; 1,02147; 20,0321; 
1754; -9,62959e-08; 1,02137; 20,0318; 
1755; -9,62959e-08; 1,02126; 20,0315; 
1756; -9,62959e-08; 1,02115; 20,0312; 
1757; -9,62959e-08; 1,02105; 20,0309; 
1758; -9,62959e-08; 1,02094; 20,0306; 
1759; -9,62959e-08; 1,02084; 20,0303; 
1760; -9,62959e-08; 1,02074; 20,03; 
1761; -9,62959e-08; 1,02063; 20,0297; 
1762; -9,62959e-08; 1,02053; 20,0294; 
1763; -9,62959e-08; 1,02043; 20,0291; 
1764; -9,62959e-08; 1,02033; 20,0289; 
1765; -9,62959e-08; 1,02023; 20,0286; 
1766; -9,62959e-08; 1,02013; 20,0283; 
1767; -9,62959e-08; 1,02003; 20,028; 
1768; -9,62959e-08; 1,01993; 20,0277; 
1769; -9,62959e-08; 1,01983; 20,0275; 
1770; -9,62959e-08; 1,01973; 20,0272; 
1771; -9,62959e-08; 1,01963; 20,0269; 
1772; -9,62959e-08; 1,01954; 20,0267; 
1773; -9,62959e-08; 1,01944; 20,0264; 
1774; -9,62959e-08; 1,01934; 20,0262; 
1775; -9,62959e-08; 1,01925; 20,0259; 
1776; -9,62959e-08; 1,01915; 20,0257; 
1777; -9,62959e-08; 1,01906; 20,0254; 
1778; -9,62959e-08; 1,01896; 20,0252; 
1779; -9,62959e-08; 1,01887; 20,0249; 
1780; -9,62959e-08; 1,01877; 20,0247; 
1781; -9,62959e-08; 1,01868; 20,0244; 
