t(s); V(A); V(B); temp(B);
1242; -9,41615e-07; 1,25965; 23,4157; 
1243; -9,41615e-07; 1,25843; 23,3887; 
1244; -9,41615e-07; 1,25721; 23,3618; 
1245; -9,41615e-07; 1,256; 23,3352; 
1246; -9,41615e-07; 1,2548; 23,3087; 
1247; -9,41615e-07; 1,2536; 23,2825; 
1248; -9,41615e-07; 1,25241; 23,2564; 
1249; -9,41615e-07; 1,25122; 23,2305; 
1250; -9,41615e-07; 1,25003; 23,2047; 
1251; -9,41615e-07; 1,24886; 23,1792; 
1252; -9,41615e-07; 1,24768; 23,1538; 
1253; -9,41615e-07; 1,24652; 23,1286; 
1254; -9,41615e-07; 1,24535; 23,1036; 
1255; -9,41615e-07; 1,2442; 23,0788; 
1256; -9,41615e-07; 1,24305; 23,0541; 
1257; -9,41615e-07; 1,2419; 23,0296; 
1258; -9,41615e-07; 1,24076; 23,0053; 
1259; -9,41615e-07; 1,23962; 22,9812; 
1260; -9,41615e-07; 1,23849; 22,9572; 
1261; -9,41615e-07; 1,23736; 22,9334; 
1262; -9,41615e-07; 1,23624; 22,9098; 
1263; -9,41615e-07; 1,23513; 22,8864; 
1264; -9,41615e-07; 1,23402; 22,8631; 
1265; -9,41615e-07; 1,23291; 22,84; 
1266; -9,41615e-07; 1,23181; 22,817; 
1267; -9,41615e-07; 1,23071; 22,7942; 
1268; -9,41615e-07; 1,22962; 22,7716; 
1269; -9,41615e-07; 1,22853; 22,7491; 
1270; -9,41615e-07; 1,22745; 22,7268; 
1271; -9,41615e-07; 1,22638; 22,7047; 
1272; -9,41615e-07; 1,2253; 22,6827; 
1273; -9,41615e-07; 1,22424; 22,6609; 
1274; -9,41615e-07; 1,22318; 22,6393; 
1275; -9,41615e-07; 1,22212; 22,6178; 
1276; -9,41615e-07; 1,22107; 22,5964; 
1277; -9,41615e-07; 1,22002; 22,5752; 
1278; -9,41615e-07; 1,21897; 22,5542; 
1279; -9,41615e-07; 1,21794; 22,5333; 
1280; -9,41615e-07; 1,2169; 22,5126; 
1281; -9,41615e-07; 1,21587; 22,492; 
1282; -9,41615e-07; 1,21485; 22,4716; 
1283; -9,41615e-07; 1,21383; 22,4513; 
1284; -9,41615e-07; 1,21281; 22,4312; 
1285; -9,41615e-07; 1,2118; 22,4113; 
1286; -9,41615e-07; 1,2108; 22,3914; 
1287; -9,41615e-07; 1,2098; 22,3718; 
1288; -9,41615e-07; 1,2088; 22,3522; 
1289; -9,41615e-07; 1,20781; 22,3328; 
1290; -9,41615e-07; 1,20682; 22,3136; 
1291; -9,41615e-07; 1,20584; 22,2945; 
1292; -9,41615e-07; 1,20486; 22,2755; 
1293; -9,41615e-07; 1,20388; 22,2567; 
1294; -9,41615e-07; 1,20291; 22,238; 
1295; -9,41615e-07; 1,20195; 22,2195; 
1296; -9,41615e-07; 1,20099; 22,2011; 
1297; -9,41615e-07; 1,20003; 22,1829; 
1298; -9,41615e-07; 1,19908; 22,1647; 
1299; -9,41615e-07; 1,19813; 22,1467; 
1300; -9,41615e-07; 1,19719; 22,1289; 
1301; -9,41615e-07; 1,19625; 22,1112; 
1302; -9,41615e-07; 1,19531; 22,0936; 
1303; -9,41615e-07; 1,19438; 22,0762; 
1304; -9,41615e-07; 1,19345; 22,0588; 
1305; -9,41615e-07; 1,19253; 22,0416; 
1306; -9,41615e-07; 1,19161; 22,0246; 
1307; -9,41615e-07; 1,1907; 22,0077; 
1308; -9,41615e-07; 1,18979; 21,9909; 
1309; -9,41615e-07; 1,18888; 21,9742; 
1310; -9,41615e-07; 1,18798; 21,9577; 
1311; -9,41615e-07; 1,18708; 21,9412; 
1312; -9,41615e-07; 1,18619; 21,925; 
1313; -9,41615e-07; 1,1853; 21,9088; 
1314; -9,41615e-07; 1,18442; 21,8927; 
1315; -9,41615e-07; 1,18354; 21,8768; 
1316; -9,41615e-07; 1,18266; 21,861; 
1317; -9,41615e-07; 1,18179; 21,8454; 
1318; -9,41615e-07; 1,18092; 21,8298; 
1319; -9,41615e-07; 1,18005; 21,8144; 
1320; -9,41615e-07; 1,17919; 21,799; 
1321; -9,41615e-07; 1,17833; 21,7839; 
1322; -9,41615e-07; 1,17748; 21,7688; 
1323; -9,41615e-07; 1,17663; 21,7538; 
1324; -9,41615e-07; 1,17579; 21,739; 
1325; -9,41615e-07; 1,17495; 21,7242; 
1326; -9,41615e-07; 1,17411; 21,7096; 
1327; -9,41615e-07; 1,17327; 21,6951; 
1328; -9,41615e-07; 1,17244; 21,6807; 
1329; -9,41615e-07; 1,17162; 21,6664; 
1330; -9,41615e-07; 1,1708; 21,6523; 
1331; -9,41615e-07; 1,16998; 21,6382; 
1332; -9,41615e-07; 1,16916; 21,6243; 
1333; -9,41615e-07; 1,16835; 21,6104; 
1334; -9,41615e-07; 1,16754; 21,5967; 
1335; -9,41615e-07; 1,16674; 21,5831; 
1336; -9,41615e-07; 1,16594; 21,5696; 
1337; -9,41615e-07; 1,16515; 21,5562; 
1338; -9,41615e-07; 1,16435; 21,5428; 
1339; -9,41615e-07; 1,16356; 21,5296; 
1340; -9,41615e-07; 1,16278; 21,5166; 
1341; -9,41615e-07; 1,162; 21,5036; 
1342; -9,41615e-07; 1,16122; 21,4907; 
1343; -9,41615e-07; 1,16045; 21,4779; 
1344; -9,41615e-07; 1,15968; 21,4652; 
1345; -9,41615e-07; 1,15891; 21,4526; 
1346; -9,41615e-07; 1,15814; 21,4401; 
1347; -9,41615e-07; 1,15739; 21,4277; 
1348; -9,41615e-07; 1,15663; 21,4155; 
1349; -9,41615e-07; 1,15588; 21,4033; 
1350; -9,41615e-07; 1,15513; 21,3912; 
1351; -9,41615e-07; 1,15438; 21,3792; 
1352; -9,41615e-07; 1,15364; 21,3673; 
1353; -9,41615e-07; 1,1529; 21,3555; 
1354; -9,41615e-07; 1,15216; 21,3438; 
1355; -9,41615e-07; 1,15143; 21,3322; 
1356; -9,41615e-07; 1,1507; 21,3206; 
1357; -9,41615e-07; 1,14998; 21,3092; 
1358; -9,41615e-07; 1,14925; 21,2979; 
1359; -9,41615e-07; 1,14854; 21,2866; 
1360; -9,41615e-07; 1,14782; 21,2755; 
1361; -9,41615e-07; 1,14711; 21,2644; 
1362; -9,41615e-07; 1,1464; 21,2534; 
1363; -9,41615e-07; 1,1457; 21,2425; 
1364; -9,41615e-07; 1,14499; 21,2317; 
1365; -9,41615e-07; 1,14429; 21,221; 
1366; -9,41615e-07; 1,1436; 21,2104; 
1367; -9,41615e-07; 1,14291; 21,1998; 
1368; -9,41615e-07; 1,14222; 21,1894; 
1369; -9,41615e-07; 1,14153; 21,179; 
1370; -9,41615e-07; 1,14085; 21,1687; 
1371; -9,41615e-07; 1,14017; 21,1585; 
1372; -9,41615e-07; 1,13949; 21,1484; 
1373; -9,41615e-07; 1,13882; 21,1384; 
1374; -9,41615e-07; 1,13815; 21,1284; 
1375; -9,41615e-07; 1,13748; 21,1185; 
1376; -9,41615e-07; 1,13682; 21,1087; 
1377; -9,41615e-07; 1,13616; 21,099; 
1378; -9,41615e-07; 1,1355; 21,0894; 
1379; -9,41615e-07; 1,13485; 21,0798; 
1380; -9,41615e-07; 1,1342; 21,0704; 
1381; -9,41615e-07; 1,13355; 21,061; 
1382; -9,41615e-07; 1,1329; 21,0516; 
1383; -9,41615e-07; 1,13226; 21,0424; 
1384; -9,41615e-07; 1,13162; 21,0332; 
1385; -9,41615e-07; 1,13098; 21,0241; 
1386; -9,41615e-07; 1,13035; 21,0151; 
1387; -9,41615e-07; 1,12972; 21,0062; 
1388; -9,41615e-07; 1,12909; 20,9973; 
1389; -9,41615e-07; 1,12847; 20,9885; 
1390; -9,41615e-07; 1,12785; 20,9798; 
1391; -9,41615e-07; 1,12723; 20,9711; 
1392; -9,41615e-07; 1,12661; 20,9626; 
1393; -9,41615e-07; 1,126; 20,9541; 
1394; -9,41615e-07; 1,12539; 20,9456; 
1395; -9,41615e-07; 1,12478; 20,9372; 
1396; -9,41615e-07; 1,12418; 20,929; 
1397; -9,41615e-07; 1,12358; 20,9207; 
1398; -9,41615e-07; 1,12298; 20,9126; 
1399; -9,41615e-07; 1,12238; 20,9045; 
1400; -9,41615e-07; 1,12179; 20,8964; 
1401; -9,41615e-07; 1,1212; 20,8885; 
1402; -9,41615e-07; 1,12061; 20,8806; 
1403; -9,41615e-07; 1,12003; 20,8728; 
1404; -9,41615e-07; 1,11945; 20,865; 
1405; -9,41615e-07; 1,11887; 20,8573; 
1406; -9,41615e-07; 1,11829; 20,8497; 
1407; -9,41615e-07; 1,11772; 20,8421; 
1408; -9,41615e-07; 1,11715; 20,8346; 
1409; -9,41615e-07; 1,11658; 20,8272; 
1410; -9,41615e-07; 1,11601; 20,8198; 
1411; -9,41615e-07; 1,11545; 20,8125; 
1412; -9,41615e-07; 1,11489; 20,8052; 
1413; -9,41615e-07; 1,11433; 20,798; 
1414; -9,41615e-07; 1,11378; 20,7909; 
1415; -9,41615e-07; 1,11323; 20,7838; 
1416; -9,41615e-07; 1,11268; 20,7768; 
1417; -9,41615e-07; 1,11213; 20,7699; 
1418; -9,41615e-07; 1,11159; 20,763; 
1419; -9,41615e-07; 1,11104; 20,7561; 
1420; -9,41615e-07; 1,1105; 20,7494; 
1421; -9,41615e-07; 1,10997; 20,7427; 
1422; -9,41615e-07; 1,10943; 20,736; 
1423; -9,41615e-07; 1,1089; 20,7294; 
1424; -9,41615e-07; 1,10837; 20,7228; 
1425; -9,41615e-07; 1,10785; 20,7163; 
1426; -9,41615e-07; 1,10732; 20,7099; 
1427; -9,41615e-07; 1,1068; 20,7035; 
1428; -9,41615e-07; 1,10628; 20,6972; 
1429; -9,41615e-07; 1,10576; 20,6909; 
1430; -9,41615e-07; 1,10525; 20,6847; 
1431; -9,41615e-07; 1,10474; 20,6785; 
1432; -9,41615e-07; 1,10423; 20,6724; 
1433; -9,41615e-07; 1,10372; 20,6663; 
1434; -9,41615e-07; 1,10322; 20,6603; 
1435; -9,41615e-07; 1,10271; 20,6544; 
1436; -9,41615e-07; 1,10221; 20,6485; 
1437; -9,41615e-07; 1,10172; 20,6426; 
1438; -9,41615e-07; 1,10122; 20,6368; 
1439; -9,41615e-07; 1,10073; 20,631; 
1440; -9,41615e-07; 1,10024; 20,6253; 
1441; -9,41615e-07; 1,09975; 20,6197; 
1442; -9,41615e-07; 1,09927; 20,6141; 
1443; -9,41615e-07; 1,09878; 20,6085; 
1444; -9,41615e-07; 1,0983; 20,603; 
1445; -9,41615e-07; 1,09782; 20,5975; 
1446; -9,41615e-07; 1,09735; 20,5921; 
1447; -9,41615e-07; 1,09687; 20,5867; 
1448; -9,41615e-07; 1,0964; 20,5814; 
1449; -9,41615e-07; 1,09593; 20,5761; 
1450; -9,41615e-07; 1,09546; 20,5709; 
1451; -9,41615e-07; 1,095; 20,5657; 
1452; -9,41615e-07; 1,09453; 20,5606; 
1453; -9,41615e-07; 1,09407; 20,5555; 
1454; -9,41615e-07; 1,09361; 20,5504; 
1455; -9,41615e-07; 1,09316; 20,5454; 
1456; -9,41615e-07; 1,0927; 20,5404; 
1457; -9,41615e-07; 1,09225; 20,5355; 
1458; -9,41615e-07; 1,0918; 20,5306; 
1459; -9,41615e-07; 1,09135; 20,5258; 
1460; -9,41615e-07; 1,09091; 20,521; 
1461; -9,41615e-07; 1,09046; 20,5162; 
1462; -9,41615e-07; 1,09002; 20,5115; 
1463; -9,41615e-07; 1,08958; 20,5068; 
1464; -9,41615e-07; 1,08915; 20,5022; 
1465; -9,41615e-07; 1,08871; 20,4976; 
1466; -9,41615e-07; 1,08828; 20,4931; 
1467; -9,41615e-07; 1,08785; 20,4886; 
1468; -9,41615e-07; 1,08742; 20,4841; 
1469; -9,41615e-07; 1,08699; 20,4797; 
1470; -9,41615e-07; 1,08657; 20,4753; 
1471; -9,41615e-07; 1,08614; 20,4709; 
1472; -9,41615e-07; 1,08572; 20,4666; 
1473; -9,41615e-07; 1,0853; 20,4623; 
1474; -9,41615e-07; 1,08489; 20,4581; 
1475; -9,41615e-07; 1,08447; 20,4539; 
1476; -9,41615e-07; 1,08406; 20,4497; 
1477; -9,41615e-07; 1,08365; 20,4456; 
1478; -9,41615e-07; 1,08324; 20,4415; 
1479; -9,41615e-07; 1,08283; 20,4374; 
1480; -9,41615e-07; 1,08243; 20,4334; 
1481; -9,41615e-07; 1,08202; 20,4294; 
1482; -9,41615e-07; 1,08162; 20,4255; 
1483; -9,41615e-07; 1,08122; 20,4215; 
1484; -9,41615e-07; 1,08083; 20,4177; 
1485; -9,41615e-07; 1,08043; 20,4138; 
1486; -9,41615e-07; 1,08004; 20,41; 
1487; -9,41615e-07; 1,07965; 20,4062; 
1488; -9,41615e-07; 1,07926; 20,4025; 
1489; -9,41615e-07; 1,07887; 20,3988; 
1490; -9,41615e-07; 1,07848; 20,3951; 
1491; -9,41615e-07; 1,0781; 20,3914; 
1492; -9,41615e-07; 1,07772; 20,3878; 
1493; -9,41615e-07; 1,07734; 20,3842; 
1494; -9,41615e-07; 1,07696; 20,3807; 
1495; -9,41615e-07; 1,07658; 20,3772; 
1496; -9,41615e-07; 1,07621; 20,3737; 
1497; -9,41615e-07; 1,07583; 20,3702; 
1498; -9,41615e-07; 1,07546; 20,3668; 
1499; -9,41615e-07; 1,07509; 20,3634; 
1500; -9,41615e-07; 1,07472; 20,36; 
1501; -9,41615e-07; 1,07436; 20,3567; 
1502; -9,41615e-07; 1,07399; 20,3534; 
1503; -9,41615e-07; 1,07363; 20,3501; 
1504; -9,41615e-07; 1,07327; 20,3469; 
1505; -9,41615e-07; 1,07291; 20,3437; 
1506; -9,41615e-07; 1,07256; 20,3405; 
1507; -9,41615e-07; 1,0722; 20,3373; 
1508; -9,41615e-07; 1,07185; 20,3342; 
1509; -9,41615e-07; 1,07149; 20,3311; 
1510; -9,41615e-07; 1,07114; 20,328; 
1511; -9,41615e-07; 1,07079; 20,325; 
1512; -9,41615e-07; 1,07045; 20,3219; 
1513; -9,41615e-07; 1,0701; 20,3189; 
1514; -9,41615e-07; 1,06976; 20,316; 
1515; -9,41615e-07; 1,06942; 20,313; 
1516; -9,41615e-07; 1,06908; 20,3101; 
1517; -9,41615e-07; 1,06874; 20,3072; 
1518; -9,41615e-07; 1,0684; 20,3044; 
1519; -9,41615e-07; 1,06806; 20,3015; 
1520; -9,41615e-07; 1,06773; 20,2987; 
1521; -9,41615e-07; 1,0674; 20,2959; 
1522; -9,41615e-07; 1,06707; 20,2932; 
1523; -9,41615e-07; 1,06674; 20,2904; 
1524; -9,41615e-07; 1,06641; 20,2877; 
1525; -9,41615e-07; 1,06608; 20,285; 
1526; -9,41615e-07; 1,06576; 20,2824; 
1527; -9,41615e-07; 1,06544; 20,2797; 
1528; -9,41615e-07; 1,06512; 20,2771; 
1529; -9,41615e-07; 1,0648; 20,2745; 
1530; -9,41615e-07; 1,06448; 20,272; 
1531; -9,41615e-07; 1,06416; 20,2694; 
1532; -9,41615e-07; 1,06385; 20,2669; 
1533; -9,41615e-07; 1,06353; 20,2644; 
1534; -9,41615e-07; 1,06322; 20,2619; 
1535; -9,41615e-07; 1,06291; 20,2595; 
1536; -9,41615e-07; 1,0626; 20,2571; 
1537; -9,41615e-07; 1,06229; 20,2546; 
1538; -9,41615e-07; 1,06199; 20,2523; 
1539; -9,41615e-07; 1,06168; 20,2499; 
1540; -9,41615e-07; 1,06138; 20,2476; 
1541; -9,41615e-07; 1,06108; 20,2452; 
1542; -9,41615e-07; 1,06078; 20,2429; 
1543; -9,41615e-07; 1,06048; 20,2407; 
1544; -9,41615e-07; 1,06018; 20,2384; 
1545; -9,41615e-07; 1,05989; 20,2362; 
1546; -9,41615e-07; 1,05959; 20,2339; 
1547; -9,41615e-07; 1,0593; 20,2317; 
1548; -9,41615e-07; 1,05901; 20,2296; 
1549; -9,41615e-07; 1,05872; 20,2274; 
1550; -9,41615e-07; 1,05843; 20,2253; 
1551; -9,41615e-07; 1,05814; 20,2231; 
1552; -9,41615e-07; 1,05786; 20,221; 
1553; -9,41615e-07; 1,05757; 20,219; 
1554; -9,41615e-07; 1,05729; 20,2169; 
1555; -9,41615e-07; 1,05701; 20,2149; 
1556; -9,41615e-07; 1,05673; 20,2128; 
1557; -9,41615e-07; 1,05645; 20,2108; 
1558; -9,41615e-07; 1,05617; 20,2088; 
1559; -9,41615e-07; 1,05589; 20,2069; 
1560; -9,41615e-07; 1,05562; 20,2049; 
1561; -9,41615e-07; 1,05535; 20,203; 
1562; -9,41615e-07; 1,05507; 20,2011; 
1563; -9,41615e-07; 1,0548; 20,1992; 
1564; -9,41615e-07; 1,05453; 20,1973; 
1565; -9,41615e-07; 1,05426; 20,1954; 
1566; -9,41615e-07; 1,054; 20,1936; 
1567; -9,41615e-07; 1,05373; 20,1918; 
1568; -9,41615e-07; 1,05347; 20,19; 
1569; -9,41615e-07; 1,0532; 20,1882; 
1570; -9,41615e-07; 1,05294; 20,1864; 
1571; -9,41615e-07; 1,05268; 20,1846; 
1572; -9,41615e-07; 1,05242; 20,1829; 
1573; -9,41615e-07; 1,05216; 20,1811; 
1574; -9,41615e-07; 1,05191; 20,1794; 
1575; -9,41615e-07; 1,05165; 20,1777; 
1576; -9,41615e-07; 1,0514; 20,1761; 
1577; -9,41615e-07; 1,05114; 20,1744; 
1578; -9,41615e-07; 1,05089; 20,1727; 
1579; -9,41615e-07; 1,05064; 20,1711; 
1580; -9,41615e-07; 1,05039; 20,1695; 
1581; -9,41615e-07; 1,05014; 20,1679; 
1582; -9,41615e-07; 1,0499; 20,1663; 
1583; -9,41615e-07; 1,04965; 20,1647; 
1584; -9,41615e-07; 1,04941; 20,1631; 
1585; -9,41615e-07; 1,04916; 20,1616; 
1586; -9,41615e-07; 1,04892; 20,1601; 
1587; -9,41615e-07; 1,04868; 20,1585; 
1588; -9,41615e-07; 1,04844; 20,157; 
1589; -9,41615e-07; 1,0482; 20,1555; 
1590; -9,41615e-07; 1,04796; 20,1541; 
1591; -9,41615e-07; 1,04773; 20,1526; 
1592; -9,41615e-07; 1,04749; 20,1512; 
1593; -9,41615e-07; 1,04726; 20,1497; 
1594; -9,41615e-07; 1,04702; 20,1483; 
1595; -9,41615e-07; 1,04679; 20,1469; 
1596; -9,41615e-07; 1,04656; 20,1455; 
1597; -9,41615e-07; 1,04633; 20,1441; 
1598; -9,41615e-07; 1,0461; 20,1427; 
1599; -9,41615e-07; 1,04588; 20,1414; 
1600; -9,41615e-07; 1,04565; 20,14; 
1601; -9,41615e-07; 1,04542; 20,1387; 
1602; -9,41615e-07; 1,0452; 20,1374; 
1603; -9,41615e-07; 1,04498; 20,1361; 
1604; -9,41615e-07; 1,04476; 20,1348; 
1605; -9,41615e-07; 1,04453; 20,1335; 
1606; -9,41615e-07; 1,04432; 20,1322; 
1607; -9,41615e-07; 1,0441; 20,131; 
1608; -9,41615e-07; 1,04388; 20,1297; 
1609; -9,41615e-07; 1,04366; 20,1285; 
1610; -9,41615e-07; 1,04345; 20,1272; 
1611; -9,41615e-07; 1,04323; 20,126; 
1612; -9,41615e-07; 1,04302; 20,1248; 
1613; -9,41615e-07; 1,04281; 20,1236; 
1614; -9,41615e-07; 1,0426; 20,1225; 
1615; -9,41615e-07; 1,04239; 20,1213; 
1616; -9,41615e-07; 1,04218; 20,1201; 
1617; -9,41615e-07; 1,04197; 20,119; 
1618; -9,41615e-07; 1,04176; 20,1179; 
1619; -9,41615e-07; 1,04155; 20,1167; 
1620; -9,41615e-07; 1,04135; 20,1156; 
1621; -9,41615e-07; 1,04115; 20,1145; 
1622; -9,41615e-07; 1,04094; 20,1134; 
1623; -9,41615e-07; 1,04074; 20,1123; 
1624; -9,41615e-07; 1,04054; 20,1113; 
1625; -9,41615e-07; 1,04034; 20,1102; 
1626; -9,41615e-07; 1,04014; 20,1091; 
1627; -9,41615e-07; 1,03994; 20,1081; 
1628; -9,41615e-07; 1,03974; 20,1071; 
1629; -9,41615e-07; 1,03955; 20,106; 
1630; -9,41615e-07; 1,03935; 20,105; 
1631; -9,41615e-07; 1,03916; 20,104; 
1632; -9,41615e-07; 1,03896; 20,103; 
1633; -9,41615e-07; 1,03877; 20,102; 
1634; -9,41615e-07; 1,03858; 20,101; 
1635; -9,41615e-07; 1,03839; 20,1001; 
1636; -9,41615e-07; 1,0382; 20,0991; 
1637; -9,41615e-07; 1,03801; 20,0982; 
1638; -9,41615e-07; 1,03782; 20,0972; 
1639; -9,41615e-07; 1,03764; 20,0963; 
1640; -9,41615e-07; 1,03745; 20,0954; 
1641; -9,41615e-07; 1,03727; 20,0945; 
1642; -9,41615e-07; 1,03708; 20,0936; 
1643; -9,41615e-07; 1,0369; 20,0927; 
1644; -9,41615e-07; 1,03672; 20,0918; 
1645; -9,41615e-07; 1,03653; 20,0909; 
1646; -9,41615e-07; 1,03635; 20,09; 
1647; -9,41615e-07; 1,03617; 20,0891; 
1648; -9,41615e-07; 1,036; 20,0883; 
1649; -9,41615e-07; 1,03582; 20,0874; 
1650; -9,41615e-07; 1,03564; 20,0866; 
1651; -9,41615e-07; 1,03546; 20,0858; 
1652; -9,41615e-07; 1,03529; 20,0849; 
1653; -9,41615e-07; 1,03511; 20,0841; 
1654; -9,41615e-07; 1,03494; 20,0833; 
1655; -9,41615e-07; 1,03477; 20,0825; 
1656; -9,41615e-07; 1,0346; 20,0817; 
1657; -9,41615e-07; 1,03443; 20,0809; 
1658; -9,41615e-07; 1,03425; 20,0802; 
1659; -9,41615e-07; 1,03409; 20,0794; 
1660; -9,41615e-07; 1,03392; 20,0786; 
1661; -9,41615e-07; 1,03375; 20,0779; 
1662; -9,41615e-07; 1,03358; 20,0771; 
1663; -9,41615e-07; 1,03342; 20,0764; 
1664; -9,41615e-07; 1,03325; 20,0756; 
1665; -9,41615e-07; 1,03309; 20,0749; 
1666; -9,41615e-07; 1,03292; 20,0742; 
1667; -9,41615e-07; 1,03276; 20,0735; 
1668; -9,41615e-07; 1,0326; 20,0728; 
1669; -9,41615e-07; 1,03244; 20,0721; 
1670; -9,41615e-07; 1,03228; 20,0714; 
1671; -9,41615e-07; 1,03212; 20,0707; 
1672; -9,41615e-07; 1,03196; 20,07; 
1673; -9,41615e-07; 1,0318; 20,0693; 
1674; -9,41615e-07; 1,03164; 20,0687; 
1675; -9,41615e-07; 1,03149; 20,068; 
1676; -9,41615e-07; 1,03133; 20,0673; 
1677; -9,41615e-07; 1,03117; 20,0667; 
1678; -9,41615e-07; 1,03102; 20,066; 
1679; -9,41615e-07; 1,03087; 20,0654; 
1680; -9,41615e-07; 1,03071; 20,0648; 
1681; -9,41615e-07; 1,03056; 20,0642; 
1682; -9,41615e-07; 1,03041; 20,0635; 
1683; -9,41615e-07; 1,03026; 20,0629; 
1684; -9,41615e-07; 1,03011; 20,0623; 
1685; -9,41615e-07; 1,02996; 20,0617; 
1686; -9,41615e-07; 1,02981; 20,0611; 
1687; -9,41615e-07; 1,02967; 20,0605; 
1688; -9,41615e-07; 1,02952; 20,0599; 
1689; -9,41615e-07; 1,02937; 20,0594; 
1690; -9,41615e-07; 1,02923; 20,0588; 
1691; -9,41615e-07; 1,02908; 20,0582; 
1692; -9,41615e-07; 1,02894; 20,0577; 
1693; -9,41615e-07; 1,02879; 20,0571; 
1694; -9,41615e-07; 1,02865; 20,0565; 
1695; -9,41615e-07; 1,02851; 20,056; 
1696; -9,41615e-07; 1,02837; 20,0555; 
1697; -9,41615e-07; 1,02823; 20,0549; 
1698; -9,41615e-07; 1,02809; 20,0544; 
1699; -9,41615e-07; 1,02795; 20,0539; 
1700; -9,41615e-07; 1,02781; 20,0533; 
1701; -9,41615e-07; 1,02767; 20,0528; 
1702; -9,41615e-07; 1,02754; 20,0523; 
1703; -9,41615e-07; 1,0274; 20,0518; 
1704; -9,41615e-07; 1,02726; 20,0513; 
1705; -9,41615e-07; 1,02713; 20,0508; 
1706; -9,41615e-07; 1,02699; 20,0503; 
1707; -9,41615e-07; 1,02686; 20,0498; 
1708; -9,41615e-07; 1,02673; 20,0493; 
1709; -9,41615e-07; 1,0266; 20,0489; 
1710; -9,41615e-07; 1,02646; 20,0484; 
1711; -9,41615e-07; 1,02633; 20,0479; 
1712; -9,41615e-07; 1,0262; 20,0475; 
1713; -9,41615e-07; 1,02607; 20,047; 
1714; -9,41615e-07; 1,02594; 20,0465; 
1715; -9,41615e-07; 1,02581; 20,0461; 
1716; -9,41615e-07; 1,02569; 20,0456; 
1717; -9,41615e-07; 1,02556; 20,0452; 
1718; -9,41615e-07; 1,02543; 20,0448; 
1719; -9,41615e-07; 1,02531; 20,0443; 
1720; -9,41615e-07; 1,02518; 20,0439; 
1721; -9,41615e-07; 1,02506; 20,0435; 
1722; -9,41615e-07; 1,02493; 20,043; 
1723; -9,41615e-07; 1,02481; 20,0426; 
1724; -9,41615e-07; 1,02469; 20,0422; 
1725; -9,41615e-07; 1,02456; 20,0418; 
1726; -9,41615e-07; 1,02444; 20,0414; 
1727; -9,41615e-07; 1,02432; 20,041; 
1728; -9,41615e-07; 1,0242; 20,0406; 
1729; -9,41615e-07; 1,02408; 20,0402; 
1730; -9,41615e-07; 1,02396; 20,0398; 
1731; -9,41615e-07; 1,02384; 20,0394; 
1732; -9,41615e-07; 1,02372; 20,039; 
1733; -9,41615e-07; 1,02361; 20,0387; 
1734; -9,41615e-07; 1,02349; 20,0383; 
1735; -9,41615e-07; 1,02337; 20,0379; 
1736; -9,41615e-07; 1,02326; 20,0375; 
1737; -9,41615e-07; 1,02314; 20,0372; 
1738; -9,41615e-07; 1,02303; 20,0368; 
1739; -9,41615e-07; 1,02291; 20,0365; 
1740; -9,41615e-07; 1,0228; 20,0361; 
1741; -9,41615e-07; 1,02269; 20,0358; 
1742; -9,41615e-07; 1,02257; 20,0354; 
1743; -9,41615e-07; 1,02246; 20,0351; 
1744; -9,41615e-07; 1,02235; 20,0347; 
1745; -9,41615e-07; 1,02224; 20,0344; 
1746; -9,41615e-07; 1,02213; 20,034; 
1747; -9,41615e-07; 1,02202; 20,0337; 
1748; -9,41615e-07; 1,02191; 20,0334; 
1749; -9,41615e-07; 1,0218; 20,0331; 
1750; -9,41615e-07; 1,02169; 20,0327; 
1751; -9,41615e-07; 1,02159; 20,0324; 
1752; -9,41615e-07; 1,02148; 20,0321; 
1753; -9,41615e-07; 1,02137; 20,0318; 
1754; -9,41615e-07; 1,02127; 20,0315; 
1755; -9,41615e-07; 1,02116; 20,0312; 
1756; -9,41615e-07; 1,02106; 20,0309; 
1757; -9,41615e-07; 1,02095; 20,0306; 
1758; -9,41615e-07; 1,02085; 20,0303; 
1759; -9,41615e-07; 1,02074; 20,03; 
1760; -9,41615e-07; 1,02064; 20,0297; 
1761; -9,41615e-07; 1,02054; 20,0294; 
1762; -9,41615e-07; 1,02044; 20,0291; 
1763; -9,41615e-07; 1,02033; 20,0288; 
1764; -9,41615e-07; 1,02023; 20,0285; 
1765; -9,41615e-07; 1,02013; 20,0283; 
1766; -9,41615e-07; 1,02003; 20,028; 
1767; -9,41615e-07; 1,01993; 20,0277; 
1768; -9,41615e-07; 1,01984; 20,0274; 
1769; -9,41615e-07; 1,01974; 20,0272; 
1770; -9,41615e-07; 1,01964; 20,0269; 
1771; -9,41615e-07; 1,01954; 20,0267; 
1772; -9,41615e-07; 1,01944; 20,0264; 
1773; -9,41615e-07; 1,01935; 20,0261; 
1774; -9,41615e-07; 1,01925; 20,0259; 
1775; -9,41615e-07; 1,01916; 20,0256; 
1776; -9,41615e-07; 1,01906; 20,0254; 
1777; -9,41615e-07; 1,01897; 20,0251; 
1778; -9,41615e-07; 1,01887; 20,0249; 
1779; -9,41615e-07; 1,01878; 20,0246; 
1780; -9,41615e-07; 1,01869; 20,0244; 
1781; -9,41615e-07; 1,01859; 20,0242; 
