t(s); V(A); V(B); temp(B);
635; 0,997202; 2,24118; 44,7471; 
636; 0,993314; 2,2401; 44,7239; 
637; 0,989433; 2,23902; 44,7007; 
638; 0,98556; 2,23793; 44,6774; 
639; 0,981695; 2,23684; 44,6542; 
640; 0,977837; 2,23574; 44,6308; 
641; 0,973986; 2,23464; 44,6075; 
642; 0,970144; 2,23354; 44,5841; 
643; 0,966309; 2,23243; 44,5607; 
644; 0,962481; 2,23132; 44,5372; 
645; 0,958661; 2,2302; 44,5137; 
646; 0,954849; 2,22908; 44,4901; 
647; 0,951044; 2,22796; 44,4665; 
648; 0,947247; 2,22683; 44,4429; 
649; 0,943457; 2,2257; 44,4193; 
650; 0,939675; 2,22457; 44,3956; 
651; 0,935901; 2,22343; 44,3718; 
652; 0,932134; 2,22228; 44,348; 
653; 0,928375; 2,22114; 44,3242; 
654; 0,924624; 2,21999; 44,3004; 
655; 0,92088; 2,21883; 44,2765; 
656; 0,917143; 2,21768; 44,2526; 
657; 0,913414; 2,21652; 44,2286; 
658; 0,909693; 2,21535; 44,2046; 
659; 0,90598; 2,21418; 44,1805; 
660; 0,902274; 2,21301; 44,1565; 
661; 0,898575; 2,21184; 44,1323; 
662; 0,894885; 2,21066; 44,1082; 
663; 0,891201; 2,20947; 44,084; 
664; 0,887526; 2,20829; 44,0598; 
665; 0,883858; 2,2071; 44,0355; 
666; 0,880197; 2,2059; 44,0112; 
667; 0,876544; 2,2047; 43,9868; 
668; 0,872899; 2,2035; 43,9625; 
669; 0,869262; 2,2023; 43,938; 
670; 0,865632; 2,20109; 43,9136; 
671; 0,862009; 2,19988; 43,8891; 
672; 0,858394; 2,19866; 43,8645; 
673; 0,854787; 2,19745; 43,84; 
674; 0,851187; 2,19622; 43,8153; 
675; 0,847595; 2,195; 43,7907; 
676; 0,844011; 2,19377; 43,766; 
677; 0,840434; 2,19254; 43,7413; 
678; 0,836865; 2,1913; 43,7165; 
679; 0,833303; 2,19006; 43,6917; 
680; 0,829749; 2,18882; 43,6668; 
681; 0,826202; 2,18757; 43,642; 
682; 0,822663; 2,18632; 43,617; 
683; 0,819132; 2,18507; 43,5921; 
684; 0,815608; 2,18381; 43,5671; 
685; 0,812092; 2,18256; 43,5421; 
686; 0,808584; 2,18129; 43,517; 
687; 0,805083; 2,18003; 43,4919; 
688; 0,80159; 2,17876; 43,4667; 
689; 0,798104; 2,17748; 43,4415; 
690; 0,794626; 2,17621; 43,4163; 
691; 0,791155; 2,17493; 43,391; 
692; 0,787692; 2,17365; 43,3657; 
693; 0,784237; 2,17236; 43,3404; 
694; 0,780789; 2,17107; 43,315; 
695; 0,777349; 2,16978; 43,2896; 
696; 0,773916; 2,16848; 43,2641; 
697; 0,770492; 2,16719; 43,2386; 
698; 0,767074; 2,16588; 43,2131; 
699; 0,763664; 2,16458; 43,1875; 
700; 0,760262; 2,16327; 43,1619; 
701; 0,756868; 2,16196; 43,1362; 
702; 0,753481; 2,16064; 43,1105; 
703; 0,750101; 2,15933; 43,0848; 
704; 0,746729; 2,15801; 43,059; 
705; 0,743365; 2,15668; 43,0332; 
706; 0,740009; 2,15536; 43,0074; 
707; 0,73666; 2,15403; 42,9815; 
708; 0,733318; 2,15269; 42,9556; 
709; 0,729984; 2,15136; 42,9296; 
710; 0,726658; 2,15002; 42,9036; 
711; 0,72334; 2,14868; 42,8776; 
712; 0,720029; 2,14733; 42,8515; 
713; 0,716725; 2,14598; 42,8254; 
714; 0,713429; 2,14463; 42,7992; 
715; 0,710141; 2,14328; 42,773; 
716; 0,70686; 2,14192; 42,7468; 
717; 0,703587; 2,14056; 42,7205; 
718; 0,700322; 2,1392; 42,6942; 
719; 0,697064; 2,13783; 42,6678; 
720; 0,693814; 2,13646; 42,6414; 
721; 0,690571; 2,13509; 42,615; 
722; 0,687336; 2,13372; 42,5885; 
723; 0,684108; 2,13234; 42,562; 
724; 0,680889; 2,13096; 42,5355; 
725; 0,677676; 2,12958; 42,5089; 
726; 0,674472; 2,12819; 42,4822; 
727; 0,671274; 2,1268; 42,4556; 
728; 0,668085; 2,12541; 42,4288; 
729; 0,664903; 2,12402; 42,4021; 
730; 0,661729; 2,12262; 42,3753; 
731; 0,658562; 2,12122; 42,3485; 
732; 0,655403; 2,11982; 42,3216; 
733; 0,652251; 2,11841; 42,2947; 
734; 0,649107; 2,117; 42,2678; 
735; 0,645971; 2,11559; 42,2408; 
736; 0,642842; 2,11418; 42,2137; 
737; 0,639721; 2,11276; 42,1867; 
738; 0,636608; 2,11134; 42,1596; 
739; 0,633502; 2,10992; 42,1324; 
740; 0,630403; 2,10849; 42,1052; 
741; 0,627313; 2,10707; 42,078; 
742; 0,624229; 2,10564; 42,0507; 
743; 0,621154; 2,1042; 42,0234; 
744; 0,618086; 2,10277; 41,9961; 
745; 0,615025; 2,10133; 41,9687; 
746; 0,611973; 2,09989; 41,9413; 
747; 0,608927; 2,09845; 41,9138; 
748; 0,60589; 2,097; 41,8863; 
749; 0,60286; 2,09555; 41,8587; 
750; 0,599837; 2,0941; 41,8312; 
751; 0,596823; 2,09265; 41,8035; 
752; 0,593815; 2,09119; 41,7759; 
753; 0,590816; 2,08973; 41,7481; 
754; 0,587824; 2,08827; 41,7204; 
755; 0,584839; 2,08681; 41,6926; 
756; 0,581863; 2,08534; 41,6648; 
757; 0,578893; 2,08387; 41,6369; 
758; 0,575932; 2,0824; 41,609; 
759; 0,572978; 2,08093; 41,581; 
760; 0,570031; 2,07945; 41,553; 
761; 0,567092; 2,07797; 41,525; 
762; 0,564161; 2,07649; 41,4969; 
763; 0,561237; 2,07501; 41,4688; 
764; 0,558321; 2,07352; 41,4407; 
765; 0,555413; 2,07203; 41,4125; 
766; 0,552512; 2,07054; 41,3842; 
767; 0,549619; 2,06905; 41,3559; 
768; 0,546733; 2,06755; 41,3276; 
769; 0,543855; 2,06605; 41,2993; 
770; 0,540984; 2,06455; 41,2709; 
771; 0,538121; 2,06305; 41,2424; 
772; 0,535266; 2,06154; 41,2139; 
773; 0,532418; 2,06004; 41,1854; 
774; 0,529578; 2,05853; 41,1568; 
775; 0,526746; 2,05701; 41,1282; 
776; 0,523921; 2,0555; 41,0996; 
777; 0,521104; 2,05398; 41,0709; 
778; 0,518294; 2,05246; 41,0421; 
779; 0,515492; 2,05094; 41,0134; 
780; 0,512697; 2,04942; 40,9845; 
781; 0,50991; 2,04789; 40,9557; 
782; 0,507131; 2,04636; 40,9268; 
783; 0,504359; 2,04483; 40,8978; 
784; 0,501595; 2,0433; 40,8689; 
785; 0,498838; 2,04176; 40,8398; 
786; 0,496089; 2,04023; 40,8108; 
787; 0,493348; 2,03869; 40,7817; 
788; 0,490614; 2,03715; 40,7525; 
789; 0,487888; 2,0356; 40,7233; 
790; 0,485169; 2,03406; 40,6941; 
791; 0,482458; 2,03251; 40,6648; 
792; 0,479755; 2,03096; 40,6355; 
793; 0,477059; 2,0294; 40,6061; 
794; 0,474371; 2,02785; 40,5767; 
795; 0,47169; 2,02629; 40,5473; 
796; 0,469017; 2,02473; 40,5178; 
797; 0,466352; 2,02317; 40,4882; 
798; 0,463694; 2,02161; 40,4587; 
799; 0,461044; 2,02004; 40,429; 
800; 0,458401; 2,01848; 40,3994; 
801; 0,455766; 2,01691; 40,3697; 
802; 0,453139; 2,01534; 40,3399; 
803; 0,450519; 2,01376; 40,3101; 
804; 0,447907; 2,01219; 40,2803; 
805; 0,445302; 2,01061; 40,2504; 
806; 0,442705; 2,00903; 40,2205; 
807; 0,440115; 2,00745; 40,1906; 
808; 0,437534; 2,00586; 40,1606; 
809; 0,434959; 2,00428; 40,1305; 
810; 0,432393; 2,00269; 40,1004; 
811; 0,429833; 2,0011; 40,0703; 
812; 0,427282; 1,99951; 40,0401; 
813; 0,424738; 1,99791; 40,0099; 
814; 0,422202; 1,99632; 39,9796; 
815; 0,419673; 1,99472; 39,9493; 
816; 0,417152; 1,99312; 39,919; 
817; 0,414638; 1,99152; 39,8886; 
818; 0,412133; 1,98992; 39,8581; 
819; 0,409634; 1,98831; 39,8277; 
820; 0,407143; 1,9867; 39,7971; 
821; 0,40466; 1,9851; 39,7666; 
822; 0,402185; 1,98348; 39,736; 
823; 0,399717; 1,98187; 39,7053; 
824; 0,397257; 1,98026; 39,6746; 
825; 0,394804; 1,97864; 39,6439; 
826; 0,392359; 1,97702; 39,6131; 
827; 0,389921; 1,9754; 39,5822; 
828; 0,387491; 1,97378; 39,5514; 
829; 0,385069; 1,97216; 39,5204; 
830; 0,382654; 1,97053; 39,4895; 
831; 0,380247; 1,9689; 39,4585; 
832; 0,377847; 1,96727; 39,4274; 
833; 0,375455; 1,96564; 39,3963; 
834; 0,373071; 1,96401; 39,3652; 
835; 0,370694; 1,96238; 39,334; 
836; 0,368325; 1,96074; 39,3028; 
837; 0,365963; 1,9591; 39,2715; 
838; 0,363609; 1,95746; 39,2402; 
839; 0,361263; 1,95582; 39,2088; 
840; 0,358924; 1,95418; 39,1774; 
841; 0,356593; 1,95253; 39,1459; 
842; 0,354269; 1,95088; 39,1144; 
843; 0,351953; 1,94924; 39,0829; 
844; 0,349645; 1,94759; 39,0513; 
845; 0,347344; 1,94593; 39,0197; 
846; 0,34505; 1,94428; 38,988; 
847; 0,342765; 1,94263; 38,9562; 
848; 0,340487; 1,94097; 38,9245; 
849; 0,338216; 1,93931; 38,8927; 
850; 0,335953; 1,93765; 38,8608; 
851; 0,333698; 1,93599; 38,8289; 
852; 0,33145; 1,93433; 38,7969; 
853; 0,32921; 1,93266; 38,7649; 
854; 0,326978; 1,93099; 38,7329; 
855; 0,324753; 1,92933; 38,7008; 
856; 0,322536; 1,92766; 38,6686; 
857; 0,320326; 1,92598; 38,6365; 
858; 0,318124; 1,92431; 38,6042; 
859; 0,315929; 1,92264; 38,572; 
860; 0,313743; 1,92096; 38,5396; 
861; 0,311563; 1,91928; 38,5073; 
862; 0,309391; 1,9176; 38,4748; 
863; 0,307227; 1,91592; 38,4424; 
864; 0,305071; 1,91424; 38,4099; 
865; 0,302922; 1,91256; 38,3773; 
866; 0,300781; 1,91087; 38,3447; 
867; 0,298647; 1,90919; 38,3121; 
868; 0,296521; 1,9075; 38,2794; 
869; 0,294402; 1,90581; 38,2466; 
870; 0,292291; 1,90412; 38,2138; 
871; 0,290188; 1,90243; 38,181; 
872; 0,288092; 1,90073; 38,1481; 
873; 0,286004; 1,89904; 38,1152; 
874; 0,283923; 1,89734; 38,0822; 
875; 0,28185; 1,89564; 38,0492; 
876; 0,279785; 1,89394; 38,0161; 
877; 0,277727; 1,89224; 37,983; 
878; 0,275677; 1,89054; 37,9498; 
879; 0,273634; 1,88883; 37,9166; 
880; 0,271599; 1,88713; 37,8833; 
881; 0,269572; 1,88542; 37,85; 
882; 0,267552; 1,88371; 37,8167; 
883; 0,26554; 1,882; 37,7833; 
884; 0,263535; 1,88029; 37,7498; 
885; 0,261538; 1,87858; 37,7163; 
886; 0,259549; 1,87687; 37,6828; 
887; 0,257567; 1,87515; 37,6492; 
888; 0,255593; 1,87344; 37,6155; 
889; 0,253626; 1,87172; 37,5818; 
890; 0,251667; 1,87; 37,5481; 
891; 0,249715; 1,86828; 37,5143; 
892; 0,247772; 1,86656; 37,4804; 
893; 0,245835; 1,86484; 37,4465; 
894; 0,243907; 1,86311; 37,4126; 
895; 0,241986; 1,86139; 37,3786; 
896; 0,240072; 1,85966; 37,3446; 
897; 0,238166; 1,85793; 37,3105; 
898; 0,236268; 1,8562; 37,2764; 
899; 0,234377; 1,85447; 37,2422; 
900; 0,232494; 1,85274; 37,2079; 
901; 0,230619; 1,85101; 37,1737; 
902; 0,228751; 1,84927; 37,1393; 
903; 0,22689; 1,84754; 37,1049; 
904; 0,225038; 1,8458; 37,0705; 
905; 0,223193; 1,84406; 37,036; 
906; 0,221355; 1,84232; 37,0015; 
907; 0,219525; 1,84058; 36,9669; 
908; 0,217703; 1,83884; 36,9323; 
909; 0,215888; 1,8371; 36,8976; 
910; 0,214081; 1,83536; 36,8629; 
911; 0,212281; 1,83361; 36,8281; 
912; 0,210489; 1,83187; 36,7933; 
913; 0,208705; 1,83012; 36,7584; 
914; 0,206928; 1,82837; 36,7235; 
915; 0,205159; 1,82662; 36,6885; 
916; 0,203398; 1,82487; 36,6534; 
917; 0,201644; 1,82312; 36,6184; 
918; 0,199897; 1,82137; 36,5832; 
919; 0,198158; 1,81961; 36,548; 
920; 0,196427; 1,81786; 36,5128; 
921; 0,194704; 1,8161; 36,4775; 
922; 0,192988; 1,81435; 36,4422; 
923; 0,191279; 1,81259; 36,4068; 
924; 0,189578; 1,81083; 36,3714; 
925; 0,187885; 1,80907; 36,3359; 
926; 0,1862; 1,80731; 36,3003; 
927; 0,184522; 1,80555; 36,2647; 
928; 0,182851; 1,80378; 36,2291; 
929; 0,181188; 1,80202; 36,1934; 
930; 0,179533; 1,80025; 36,1577; 
931; 0,177885; 1,79849; 36,1219; 
932; 0,176245; 1,79672; 36,086; 
933; 0,174613; 1,79495; 36,0501; 
934; 0,172988; 1,79318; 36,0141; 
935; 0,171371; 1,79141; 35,9781; 
936; 0,169761; 1,78964; 35,9421; 
937; 0,168159; 1,78787; 35,906; 
938; 0,166565; 1,78609; 35,8698; 
939; 0,164978; 1,78432; 35,8336; 
940; 0,163398; 1,78254; 35,7973; 
941; 0,161827; 1,78077; 35,761; 
942; 0,160263; 1,77899; 35,7246; 
943; 0,158706; 1,77721; 35,6882; 
944; 0,157157; 1,77543; 35,6517; 
945; 0,155616; 1,77365; 35,6152; 
946; 0,154082; 1,77187; 35,5786; 
947; 0,152556; 1,77009; 35,5419; 
948; 0,151038; 1,76831; 35,5052; 
949; 0,149527; 1,76652; 35,4685; 
950; 0,148023; 1,76474; 35,4317; 
951; 0,146528; 1,76296; 35,3948; 
952; 0,14504; 1,76117; 35,3579; 
953; 0,143559; 1,75938; 35,321; 
954; 0,142086; 1,75759; 35,2839; 
955; 0,140621; 1,75581; 35,2469; 
956; 0,139163; 1,75402; 35,2098; 
957; 0,137713; 1,75223; 35,1726; 
958; 0,13627; 1,75043; 35,1353; 
959; 0,134835; 1,74864; 35,0981; 
960; 0,133408; 1,74685; 35,0607; 
961; 0,131988; 1,74506; 35,0233; 
962; 0,130576; 1,74326; 34,9859; 
963; 0,129171; 1,74147; 34,9484; 
964; 0,127774; 1,73967; 34,9108; 
965; 0,126385; 1,73787; 34,8732; 
966; 0,125003; 1,73608; 34,8355; 
967; 0,123629; 1,73428; 34,7978; 
968; 0,122262; 1,73248; 34,76; 
969; 0,120903; 1,73068; 34,7222; 
970; 0,119552; 1,72888; 34,6843; 
971; 0,118208; 1,72708; 34,6463; 
972; 0,116872; 1,72527; 34,6083; 
973; 0,115543; 1,72347; 34,5703; 
974; 0,114222; 1,72167; 34,5321; 
975; 0,112909; 1,71986; 34,494; 
976; 0,111603; 1,71806; 34,4557; 
977; 0,110305; 1,71625; 34,4175; 
978; 0,109014; 1,71445; 34,3791; 
979; 0,107731; 1,71264; 34,3407; 
980; 0,106455; 1,71083; 34,3023; 
981; 0,105188; 1,70902; 34,2638; 
982; 0,103927; 1,70721; 34,2252; 
983; 0,102675; 1,7054; 34,1866; 
984; 0,101429; 1,70359; 34,1479; 
985; 0,100192; 1,70178; 34,1091; 
986; 0,0989621; 1,69997; 34,0704; 
987; 0,0977398; 1,69816; 34,0315; 
988; 0,0965251; 1,69634; 33,9926; 
989; 0,095318; 1,69453; 33,9536; 
990; 0,0941185; 1,69272; 33,9146; 
991; 0,0929266; 1,6909; 33,8755; 
992; 0,0917422; 1,68909; 33,8364; 
993; 0,0905655; 1,68727; 33,7972; 
994; 0,0893964; 1,68545; 33,7579; 
995; 0,0882348; 1,68363; 33,7186; 
996; 0,0870809; 1,68182; 33,6792; 
997; 0,0859346; 1,68; 33,6398; 
998; 0,0847958; 1,67818; 33,6003; 
999; 0,0836647; 1,67636; 33,5608; 
1000; 0,0825411; 1,67454; 33,5212; 
1001; 0,0814251; 1,67272; 33,4815; 
1002; 0,0803168; 1,6709; 33,4418; 
1003; 0,079216; 1,66907; 33,402; 
1004; 0,0781228; 1,66725; 33,3622; 
1005; 0,0770372; 1,66543; 33,3223; 
1006; 0,0759592; 1,66361; 33,2823; 
1007; 0,0748889; 1,66178; 33,2423; 
1008; 0,0738261; 1,65996; 33,2022; 
1009; 0,0727709; 1,65813; 33,1621; 
1010; 0,0717233; 1,65631; 33,1219; 
1011; 0,0706832; 1,65448; 33,0816; 
1012; 0,0696508; 1,65265; 33,0413; 
1013; 0,068626; 1,65083; 33,0009; 
1014; 0,0676088; 1,649; 32,9605; 
1015; 0,0665992; 1,64717; 32,92; 
1016; 0,0655971; 1,64534; 32,8794; 
1017; 0,0646027; 1,64351; 32,8388; 
1018; 0,0636159; 1,64168; 32,7981; 
1019; 0,0626366; 1,63985; 32,7574; 
1020; 0,061665; 1,63802; 32,7166; 
1021; 0,0607009; 1,63619; 32,6757; 
1022; 0,0597444; 1,63436; 32,6348; 
1023; 0,0587956; 1,63253; 32,5938; 
1024; 0,0578543; 1,6307; 32,5528; 
1025; 0,0569206; 1,62886; 32,5116; 
1026; 0,0559946; 1,62703; 32,4705; 
1027; 0,0550761; 1,6252; 32,4292; 
1028; 0,0541652; 1,62336; 32,388; 
1029; 0,0532619; 1,62153; 32,3466; 
1030; 0,0523662; 1,61969; 32,3052; 
1031; 0,0514781; 1,61786; 32,2637; 
1032; 0,0505976; 1,61602; 32,2222; 
1033; 0,0497247; 1,61419; 32,1806; 
1034; 0,0488594; 1,61235; 32,1389; 
1035; 0,0480016; 1,61052; 32,0972; 
1036; 0,0471515; 1,60868; 32,0554; 
1037; 0,046309; 1,60684; 32,0135; 
1038; 0,0454741; 1,605; 31,9716; 
1039; 0,0446467; 1,60317; 31,9296; 
1040; 0,043827; 1,60133; 31,8876; 
1041; 0,0430148; 1,59949; 31,8455; 
1042; 0,0422103; 1,59765; 31,8033; 
1043; 0,0414133; 1,59581; 31,761; 
1044; 0,040624; 1,59397; 31,7187; 
1045; 0,0398422; 1,59213; 31,6764; 
1046; 0,039068; 1,59029; 31,634; 
1047; 0,0383014; 1,58845; 31,5915; 
1048; 0,0375425; 1,58661; 31,5489; 
1049; 0,0367911; 1,58477; 31,5063; 
1050; 0,0360473; 1,58293; 31,4636; 
1051; 0,0353111; 1,58109; 31,4208; 
1052; 0,0345825; 1,57924; 31,378; 
1053; 0,0338615; 1,5774; 31,3351; 
1054; 0,0331481; 1,57556; 31,2922; 
1055; 0,0324423; 1,57372; 31,2492; 
1056; 0,0317441; 1,57187; 31,2061; 
1057; 0,0310534; 1,57003; 31,163; 
1058; 0,0303704; 1,56819; 31,1198; 
1059; 0,029695; 1,56634; 31,0765; 
1060; 0,0290272; 1,5645; 31,0332; 
1061; 0,0283669; 1,56266; 30,9898; 
1062; 0,0277143; 1,56081; 30,9463; 
1063; 0,0270692; 1,55897; 30,9027; 
1064; 0,0264318; 1,55712; 30,8591; 
1065; 0,0258019; 1,55528; 30,8155; 
1066; 0,0251796; 1,55343; 30,7717; 
1067; 0,024565; 1,55159; 30,7279; 
1068; 0,0239579; 1,54974; 30,6841; 
1069; 0,0233584; 1,5479; 30,6401; 
1070; 0,0227665; 1,54605; 30,5961; 
1071; 0,0221823; 1,5442; 30,552; 
1072; 0,0216056; 1,54236; 30,5079; 
1073; 0,0210365; 1,54051; 30,4637; 
1074; 0,020475; 1,53867; 30,4194; 
1075; 0,0199211; 1,53682; 30,3751; 
1076; 0,0193748; 1,53497; 30,3307; 
1077; 0,0188361; 1,53313; 30,2862; 
1078; 0,0183049; 1,53128; 30,2416; 
1079; 0,0177814; 1,52943; 30,197; 
1080; 0,0172655; 1,52758; 30,1523; 
1081; 0,0167572; 1,52574; 30,1076; 
1082; 0,0162564; 1,52389; 30,0628; 
1083; 0,0157633; 1,52204; 30,0179; 
1084; 0,0152777; 1,52019; 29,9729; 
1085; 0,0147998; 1,51835; 29,9279; 
1086; 0,0143294; 1,5165; 29,8828; 
1087; 0,0138667; 1,51465; 29,8376; 
1088; 0,0134115; 1,5128; 29,7924; 
1089; 0,0129639; 1,51095; 29,7471; 
1090; 0,012524; 1,5091; 29,7017; 
1091; 0,0120916; 1,50726; 29,6562; 
1092; 0,0116668; 1,50541; 29,6107; 
1093; 0,0112496; 1,50356; 29,5651; 
1094; 0,01084; 1,50171; 29,5195; 
1095; 0,010438; 1,49986; 29,4737; 
1096; 0,0100436; 1,49801; 29,4279; 
1097; 0,00965682; 1,49616; 29,382; 
1098; 0,00927761; 1,49432; 29,3361; 
1099; 0,008906; 1,49247; 29,2901; 
1100; 0,00854198; 1,49062; 29,244; 
1101; 0,00818556; 1,48877; 29,1978; 
1102; 0,00783673; 1,48692; 29,1516; 
1103; 0,0074955; 1,48507; 29,1053; 
1104; 0,00716186; 1,48322; 29,0589; 
1105; 0,00683582; 1,48137; 29,0125; 
1106; 0,00651737; 1,47952; 28,966; 
1107; 0,00620652; 1,47768; 28,9194; 
1108; 0,00590326; 1,47583; 28,8727; 
1109; 0,0056076; 1,47398; 28,826; 
1110; 0,00531954; 1,47213; 28,7791; 
1111; 0,00503907; 1,47028; 28,7323; 
1112; 0,00476619; 1,46843; 28,6853; 
1113; 0,00450091; 1,46658; 28,6383; 
1114; 0,00424323; 1,46473; 28,5912; 
1115; 0,00399314; 1,46289; 28,544; 
1116; 0,00375065; 1,46104; 28,4967; 
1117; 0,00351575; 1,45919; 28,4494; 
1118; 0,00328845; 1,45734; 28,402; 
1119; 0,00306874; 1,45549; 28,3545; 
1120; 0,00285663; 1,45364; 28,307; 
1121; 0,00265212; 1,45179; 28,2593; 
1122; 0,0024552; 1,44995; 28,2116; 
1123; 0,00226587; 1,4481; 28,1639; 
1124; 0,00208414; 1,44625; 28,116; 
1125; 0,00191001; 1,4444; 28,0681; 
1126; 0,00174347; 1,44255; 28,0201; 
1127; 0,00158452; 1,44071; 27,972; 
1128; 0,00143318; 1,43886; 27,9239; 
1129; 0,00128942; 1,43701; 27,8756; 
1130; 0,00115327; 1,43516; 27,8273; 
1131; 0,00102471; 1,43332; 27,7789; 
1132; 0,000903739; 1,43147; 27,7305; 
1133; 0,000790368; 1,42962; 27,6819; 
1134; 0,000684592; 1,42777; 27,6333; 
1135; 0,000586412; 1,42593; 27,5846; 
1136; 0,000495827; 1,42408; 27,5359; 
1137; 0,000412838; 1,42223; 27,487; 
1138; 0,000337444; 1,42039; 27,4381; 
1139; 0,000269646; 1,41854; 27,3891; 
1140; 0,000209443; 1,41669; 27,34; 
1141; 0,000156836; 1,41485; 27,2909; 
1142; 0,000111824; 1,413; 27,2416; 
1143; 7,44082e-05; 1,41116; 27,1923; 
1144; 4,45893e-05; 1,40931; 27,1429; 
1145; 2,23704e-05; 1,40747; 27,0935; 
1146; 7,77023e-06; 1,40562; 27,0439; 
1147; 1,12945e-06; 1,40378; 26,9943; 
1148; -9,41615e-07; 1,40193; 26,9447; 
1149; -9,41615e-07; 1,4001; 26,8953; 
1150; -9,41615e-07; 1,39827; 26,8462; 
1151; -9,41615e-07; 1,39645; 26,7974; 
1152; -9,41615e-07; 1,39463; 26,7488; 
1153; -9,41615e-07; 1,39283; 26,7006; 
1154; -9,41615e-07; 1,39103; 26,6526; 
1155; -9,41615e-07; 1,38924; 26,6049; 
1156; -9,41615e-07; 1,38746; 26,5575; 
1157; -9,41615e-07; 1,38568; 26,5104; 
1158; -9,41615e-07; 1,38391; 26,4636; 
1159; -9,41615e-07; 1,38215; 26,417; 
1160; -9,41615e-07; 1,3804; 26,3707; 
1161; -9,41615e-07; 1,37866; 26,3247; 
1162; -9,41615e-07; 1,37692; 26,279; 
1163; -9,41615e-07; 1,37519; 26,2335; 
1164; -9,41615e-07; 1,37346; 26,1883; 
1165; -9,41615e-07; 1,37175; 26,1434; 
1166; -9,41615e-07; 1,37004; 26,0987; 
1167; -9,41615e-07; 1,36834; 26,0543; 
1168; -9,41615e-07; 1,36665; 26,0102; 
1169; -9,41615e-07; 1,36496; 25,9664; 
1170; -9,41615e-07; 1,36328; 25,9228; 
1171; -9,41615e-07; 1,36161; 25,8795; 
1172; -9,41615e-07; 1,35994; 25,8365; 
1173; -9,41615e-07; 1,35828; 25,7937; 
1174; -9,41615e-07; 1,35663; 25,7511; 
1175; -9,41615e-07; 1,35499; 25,7089; 
1176; -9,41615e-07; 1,35335; 25,6669; 
1177; -9,41615e-07; 1,35172; 25,6251; 
1178; -9,41615e-07; 1,3501; 25,5836; 
1179; -9,41615e-07; 1,34848; 25,5424; 
1180; -9,41615e-07; 1,34687; 25,5014; 
1181; -9,41615e-07; 1,34527; 25,4607; 
1182; -9,41615e-07; 1,34368; 25,4203; 
1183; -9,41615e-07; 1,34209; 25,38; 
1184; -9,41615e-07; 1,34051; 25,3401; 
1185; -9,41615e-07; 1,33893; 25,3004; 
1186; -9,41615e-07; 1,33736; 25,2609; 
1187; -9,41615e-07; 1,3358; 25,2217; 
1188; -9,41615e-07; 1,33425; 25,1827; 
1189; -9,41615e-07; 1,3327; 25,144; 
1190; -9,41615e-07; 1,33116; 25,1055; 
1191; -9,41615e-07; 1,32963; 25,0673; 
1192; -9,41615e-07; 1,3281; 25,0293; 
1193; -9,41615e-07; 1,32658; 24,9916; 
1194; -9,41615e-07; 1,32506; 24,9541; 
1195; -9,41615e-07; 1,32356; 24,9168; 
1196; -9,41615e-07; 1,32205; 24,8798; 
1197; -9,41615e-07; 1,32056; 24,843; 
1198; -9,41615e-07; 1,31907; 24,8064; 
1199; -9,41615e-07; 1,31759; 24,7701; 
1200; -9,41615e-07; 1,31611; 24,734; 
1201; -9,41615e-07; 1,31465; 24,6982; 
1202; -9,41615e-07; 1,31318; 24,6625; 
1203; -9,41615e-07; 1,31173; 24,6271; 
1204; -9,41615e-07; 1,31028; 24,592; 
1205; -9,41615e-07; 1,30883; 24,5571; 
1206; -9,41615e-07; 1,3074; 24,5223; 
1207; -9,41615e-07; 1,30596; 24,4879; 
1208; -9,41615e-07; 1,30454; 24,4536; 
1209; -9,41615e-07; 1,30312; 24,4196; 
1210; -9,41615e-07; 1,30171; 24,3858; 
1211; -9,41615e-07; 1,3003; 24,3522; 
1212; -9,41615e-07; 1,2989; 24,3188; 
1213; -9,41615e-07; 1,29751; 24,2857; 
1214; -9,41615e-07; 1,29612; 24,2528; 
1215; -9,41615e-07; 1,29474; 24,2201; 
1216; -9,41615e-07; 1,29336; 24,1876; 
1217; -9,41615e-07; 1,29199; 24,1553; 
1218; -9,41615e-07; 1,29063; 24,1233; 
1219; -9,41615e-07; 1,28927; 24,0914; 
1220; -9,41615e-07; 1,28792; 24,0598; 
1221; -9,41615e-07; 1,28658; 24,0284; 
1222; -9,41615e-07; 1,28524; 23,9972; 
1223; -9,41615e-07; 1,2839; 23,9662; 
1224; -9,41615e-07; 1,28257; 23,9354; 
1225; -9,41615e-07; 1,28125; 23,9048; 
1226; -9,41615e-07; 1,27994; 23,8744; 
1227; -9,41615e-07; 1,27863; 23,8443; 
1228; -9,41615e-07; 1,27732; 23,8143; 
1229; -9,41615e-07; 1,27602; 23,7846; 
1230; -9,41615e-07; 1,27473; 23,755; 
1231; -9,41615e-07; 1,27344; 23,7256; 
1232; -9,41615e-07; 1,27216; 23,6965; 
1233; -9,41615e-07; 1,27088; 23,6675; 
1234; -9,41615e-07; 1,26961; 23,6388; 
1235; -9,41615e-07; 1,26835; 23,6102; 
1236; -9,41615e-07; 1,26709; 23,5818; 
1237; -9,41615e-07; 1,26583; 23,5537; 
1238; -9,41615e-07; 1,26459; 23,5257; 
1239; -9,41615e-07; 1,26334; 23,4979; 
1240; -9,41615e-07; 1,26211; 23,4703; 
1241; -9,41615e-07; 1,26088; 23,4429; 
